# {"t_start": 1565307924.9319391, "env_id": "SignalizedEco-v0"} 
r,l,t
-60.8,8,6.769504
-91.3,13,6.863509
-81.2,12,6.876504
-1033.1,31,6.909505
-158.4,84,6.993505
-1103.6,36,7.026503
-60.8,8,7.034503
-1013.1,31,7.060503
-1112.0,20,7.078506
-640.8,108,7.184507
-1013.8,38,7.230505
-823.5,35,7.267505
-479.3,193,7.450505
-60.7,7,7.456503
-1014.8,48,7.499504
-1062.1,21,7.519504
-1002.7,27,7.545504
-637.8,78,7.619594
145.7,243,7.832591
-50.5,5,7.837591
-61.5,15,7.852591
-50.5,5,7.857589
-50.6,6,7.86359
-737.5,75,7.93412
-71.0,10,7.943119
-50.5,5,7.948121
-663.8,138,8.075121
-1023.5,35,8.108119
-1082.5,25,8.132131
-61.2,12,8.14512
-1022.0,20,8.16464
-51.7,17,8.17964
-249.7,197,8.37064
-50.5,5,8.374639
-121.9,19,8.391639
-273.6,236,8.60464
-282.0,220,8.80064
-210.3,103,8.891639
-168.5,85,8.967641
-50.5,5,8.972641
-481.4,114,9.07164
-1032.2,22,9.092642
-50.5,5,9.096639
-1003.7,37,9.13364
-1013.5,35,9.170645
-50.5,5,9.174639
-825.9,59,9.245175
-1073.9,39,9.289172
-1104.0,40,9.33017
-96.8,68,9.396172
120.9,91,9.487172
-50.5,5,9.492173
-1063.5,35,9.52417
-1004.5,45,9.569171
-814.2,42,9.609172
-1112.1,21,9.627172
174.5,255,11.946902
-1013.3,33,11.979902
-71.1,11,11.990903
94.5,255,12.235905
-131.8,18,12.250902
-804.6,46,12.290904
-50.5,5,12.295904
-60.8,8,12.302904
161.4,286,12.575903
-854.6,46,12.619904
-50.5,5,12.624904
-50.6,6,12.630905
-617.6,76,12.705774
-50.5,5,12.710774
-50.5,5,12.715773
-60.7,7,12.722774
-644.0,140,12.857776
-507.4,174,13.020773
-1013.1,31,13.050774
-805.1,51,13.099772
-1012.0,20,13.117774
-50.5,5,13.123773
-1052.0,20,13.143783
-50.5,5,13.148773
-50.5,5,13.153773
-1062.7,27,13.179773
-824.2,42,13.219773
-805.2,52,13.267774
-50.5,5,13.272772
-707.3,73,13.336773
-1062.5,25,13.358773
-1062.0,20,13.375293
-147.3,73,13.440297
-627.2,72,13.518293
-715.0,150,13.663832
-864.9,49,13.705833
-1112.6,26,13.730834
-837.2,72,13.796833
-71.2,12,13.808838
-1042.6,26,13.836833
-51.8,18,13.856835
152.2,278,14.127835
-50.5,5,14.133832
347.3,227,14.341834
-834.6,46,14.381833
-50.5,5,14.387832
-1102.9,29,14.412831
-803.1,31,14.440833
-50.7,7,14.446831
-91.2,12,14.457833
-1052.0,20,14.476834
-1053.1,31,14.505832
-1042.9,29,14.533833
-30.5,205,14.728216
-814.8,48,15.764183
-81.9,19,15.781182
-1102.3,23,15.806184
-874.2,42,15.853181
-1042.7,27,15.880182
-91.4,14,15.895182
-549.4,194,16.108222
-71.3,13,16.120221
91.4,286,16.38276
-1003.8,38,16.416759
-648.2,82,16.48876
-51.7,17,16.50476
154.5,255,16.808759
-1033.2,32,16.852762
-60.7,7,16.862763
95.7,243,17.179761
-1002.7,27,17.21676
-71.3,13,17.23376
-20.5,205,17.47376
-1023.3,33,17.510763
-1022.1,21,17.53676
-646.7,67,17.616761
-491.4,114,17.751759
-60.9,9,17.763757
-607.6,76,17.85476
-805.1,51,17.913761
-1082.0,20,17.938759
-833.8,38,17.989759
81.2,88,18.086763
-648.0,80,18.161763
-1003.1,31,18.18976
308.0,220,18.407759
-804.3,43,18.449761
-1072.0,20,18.468759
-50.7,7,18.476759
-1083.9,39,18.513759
-249.1,191,18.701324
-50.5,5,18.705323
-705.7,157,18.850344
-1012.9,29,18.879346
-1053.6,36,18.918345
-1082.1,21,18.945348
-667.9,79,19.028343
-803.9,39,20.111571
-1032.5,25,20.135612
-1024.3,43,20.175613
-50.5,5,20.179612
-71.5,15,20.195612
-1032.3,23,20.216612
-70.8,8,20.224615
-825.2,52,20.272613
-50.9,9,20.281613
114.4,256,20.528962
-855.0,50,20.574961
-1042.2,22,20.594961
-707.0,70,20.657042
-1004.6,46,20.699057
-50.5,5,20.704059
-627.8,78,20.773059
-50.5,5,20.777058
-222.0,220,20.981625
-1063.8,38,21.018625
-1013.8,38,21.054623
-814.5,45,21.096623
-823.6,36,21.131625
-1022.6,26,21.156624
-1012.1,21,21.175624
-1065.0,50,21.220624
-50.5,5,21.225623
-1073.5,35,21.257625
-50.5,5,21.262625
-70.9,9,21.270623
-825.1,51,21.316265
-50.5,5,21.321266
-1052.3,23,21.342267
-608.1,81,21.41527
-804.1,41,21.452271
-50.5,5,21.45627
-803.5,35,21.488266
-30.3,203,21.669792
-241.6,216,21.886792
-251.3,213,22.092313
-50.7,7,22.099313
-814.9,49,22.143313
-1072.0,20,22.162314
-50.5,5,22.167313
-1043.3,33,22.198313
-50.5,5,22.203314
-627.2,72,22.265313
-50.5,5,22.270313
346.2,238,22.494308
-657.2,72,22.562311
336.2,238,22.779311
-627.3,73,22.849313
-1082.1,21,22.873601
-618.1,81,22.968601
-81.7,217,24.20869
-48.0,280,24.471694
-50.7,7,24.478695
-1032.7,27,24.504695
-50.5,5,24.509696
-804.8,48,24.552759
-50.5,5,24.557759
-803.7,37,24.589759
-1012.5,25,24.611759
-469.3,193,24.787757
143.2,268,25.033756
-222.1,221,25.233755
-50.5,5,25.238756
-50.5,5,25.242755
-50.5,5,25.247755
-50.5,5,25.252756
-805.1,51,25.299755
-658.1,81,25.372754
-607.9,79,25.444755
-91.0,10,25.452755
-60.7,7,25.459756
323.8,362,25.797757
-50.5,5,25.802757
-1022.6,26,25.828756
-81.5,15,25.844755
-1002.6,26,25.870757
-804.6,46,25.927759
2225.4,246,26.163754
-50.5,5,26.168755
-51.0,10,26.177755
-1092.4,24,26.200756
-803.6,36,26.235757
-281.4,214,26.432756
-250.7,207,26.619757
-251.1,211,26.841755
-805.0,50,26.885756
-805.2,52,27.932799
-50.5,5,27.938798
-824.6,46,27.984798
-667.9,79,28.063799
-844.3,43,28.103799
-845.2,52,28.156799
-1014.9,49,28.208798
-1034.0,40,28.2498
-636.8,68,28.316799
-804.4,44,28.361798
