ERewMean,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-15.18072,56.225,-463.3724,55,55,5.8785412311553955,2934,0.0,1.4178686,-4.374980926513672e-05,0.00091692776,0.0030127596,0.0030127596
-19.307928,53.25,-550.0748,54,109,9.795804977416992,6119,0.0,1.4177855,-0.0001703500747680664,0.00080425834,0.002369046,0.002369046
-16.99464,74.25,-546.1747,43,152,14.164206266403198,9179,0.0,1.4163266,-3.5762786865234375e-07,0.00059312297,0.0026185408,0.0026185408
-16.777287,61.35,-519.88477,53,205,18.09732985496521,12250,0.0,1.4190742,-2.384185791015625e-07,0.00034461892,0.00202359,0.00202359
-12.701945,86.925,-322.44196,36,241,21.979435443878174,15314,0.0,1.4231796,-3.5762786865234375e-07,0.00054308906,0.0022515743,0.0022515743
-13.539236,69.775,-559.97736,46,287,25.914708852767944,18382,0.0,1.4212642,-0.02218186855316162,0.0010742255,0.0031694237,0.0031694237
-11.137586,95.25,-470.02472,30,317,29.66289186477661,21368,0.0,1.4146796,-4.3392181396484375e-05,0.0008390334,0.0037208777,0.0037208777
-11.212567,105.325,-456.03204,27,344,33.545098066329956,24450,0.0,1.4082354,-2.300739288330078e-05,0.00054256717,0.00340564,0.00340564
-11.170187,117.35,-376.98422,24,368,37.38968062400818,27521,0.0,1.4071059,-7.867813110351562e-06,0.00050444243,0.002514923,0.002514923
-11.638414,112.2,-444.9694,28,396,41.198763847351074,30618,0.0,1.4052739,1.1324882507324219e-05,0.0007173563,0.004265997,0.004265997
-8.961828,136.975,-412.69687,19,415,45.028451919555664,33640,0.0,1.4015231,-1.5497207641601562e-06,0.0009975148,0.0032124154,0.0032124154
-8.800459,134.1,-406.15936,26,441,48.8255398273468,36806,0.0,1.3984598,0.07830798625946045,0.0006646421,0.0040911334,0.0040911334
-8.119682,144.45,-312.44418,18,459,52.6924946308136,39902,0.0,1.39633,7.474422454833984e-05,0.0007575494,0.0046301745,0.0046301745
-6.891088,155.0,-260.74908,21,480,56.490745306015015,42808,0.0,1.3896486,0.19500422477722168,0.0003523361,0.002756644,0.002756644
-6.6070304,152.925,-319.0417,19,499,60.38178491592407,46019,0.0,1.3767695,0.3222511410713196,0.0006842671,0.0035493386,0.0035493386
