# {"t_start": 1563721844.477102, "env_id": "SignalizedEco-v0"} 
r,l,t
26.5,235,0.565638
26.8,232,0.669916
25.9,241,0.778622
26.1,239,0.886239
26.0,240,0.99462
27.3,227,1.096941
23.9,261,1.214526
22.4,276,1.338982
23.0,270,1.553254
25.5,245,1.662752
27.5,225,1.764687
25.1,249,1.876656
25.0,250,1.988785
26.1,239,2.096278
28.9,211,2.190782
25.6,244,2.300548
22.8,272,2.484592
26.9,231,2.588875
28.3,217,2.686868
28.3,217,2.785384
28.0,220,2.884457
28.2,218,2.983124
28.0,220,3.083168
28.7,213,3.179705
28.1,219,3.278668
25.7,243,3.446477
28.5,215,3.545201
28.6,214,3.641627
27.7,223,3.741857
26.1,239,3.849738
27.0,230,3.953204
28.6,214,4.049881
27.2,228,4.152786
27.2,228,4.255231
27.0,230,4.359149
28.2,218,4.5178
28.4,216,4.615749
28.2,218,4.714193
28.3,217,4.813447
28.1,219,4.912485
28.2,218,5.011197
27.0,230,5.116198
27.4,226,5.218324
29.0,210,5.313524
27.2,228,5.480291
25.8,242,5.589837
26.4,236,5.6966
26.7,233,5.802473
25.4,246,5.914089
24.8,252,6.03335
27.4,226,6.136
26.6,234,6.241442
26.3,237,6.349057
28.2,218,6.508438
26.7,233,6.612973
27.5,225,6.713734
28.2,218,6.811651
27.2,228,6.914538
26.0,240,7.022177
23.1,269,7.143184
25.8,242,7.252172
26.6,234,7.417623
24.5,255,7.532054
26.1,239,7.63974
25.6,244,7.749979
24.9,251,7.863872
25.7,243,7.973731
26.9,231,8.078627
27.4,226,8.180629
26.6,234,8.287
26.1,239,8.455251
25.3,247,8.566898
25.6,244,8.677176
24.5,255,8.792353
27.3,227,8.895621
22.6,274,9.020767
25.7,243,9.130822
27.0,230,9.235221
28.5,215,9.39607
25.3,247,9.508076
26.8,232,9.612895
25.5,245,9.723583
23.0,270,9.846337
26.5,235,9.952734
25.7,243,10.062345
28.1,219,10.16141
25.3,247,10.273633
26.6,234,10.443075
26.6,234,10.54927
25.2,248,10.661928
24.9,251,10.775584
26.4,236,10.883275
25.7,243,10.993604
26.8,232,11.099248
22.2,278,11.225708
25.0,250,11.400311
26.7,233,11.505272
27.6,224,11.60655
28.0,220,11.705901
26.0,240,11.814267
27.7,223,11.915644
28.3,217,12.014006
25.8,242,12.123566
24.9,251,12.237309
24.9,251,12.410784
26.4,236,12.517415
25.6,244,12.627569
27.1,229,12.731059
21.7,283,12.8592
27.3,227,12.961601
23.7,263,13.080543
24.6,254,13.195922
24.2,258,13.374843
26.2,238,13.482793
27.2,228,13.585849
26.8,232,13.690709
21.4,286,13.820708
27.0,230,13.924874
22.0,280,14.051526
26.5,235,14.158311
26.9,231,14.32227
26.9,231,14.428234
27.4,226,14.530253
24.3,257,14.646974
27.1,229,14.750582
24.3,257,14.867857
25.3,247,14.97969
23.5,265,15.099768
24.2,258,15.217262
25.4,246,15.394765
24.5,255,15.510037
26.7,233,15.616171
26.8,232,15.721005
24.8,252,15.835423
25.2,248,15.947634
24.7,253,16.061993
25.5,245,16.173179
24.4,256,16.351346
24.8,252,16.465316
26.8,232,16.570312
27.0,230,16.674351
25.5,245,16.785715
27.3,227,16.88852
28.2,218,16.987041
25.6,244,17.097339
23.8,262,17.2164
25.0,250,17.391549
26.6,234,17.497342
27.0,230,17.601342
26.8,232,17.706086
26.9,231,17.810911
27.6,224,17.912614
25.2,248,18.024627
24.6,254,18.140439
26.8,232,18.308142
26.4,236,18.414881
25.4,246,18.526328
26.2,238,18.633994
26.2,238,18.741513
25.5,245,18.85289
22.2,278,18.97853
23.6,264,19.09883
23.3,267,19.2802
25.4,246,19.391661
26.2,238,19.499129
22.6,274,19.623164
25.8,242,19.732603
26.9,231,19.837822
25.3,247,19.949218
28.1,219,20.054393
26.1,239,20.162575
27.2,228,20.336397
25.8,242,20.445707
26.0,240,20.554326
24.7,253,20.668549
26.2,238,20.776452
24.2,258,20.893357
22.8,272,21.016716
23.3,267,21.137157
23.0,270,21.319467
25.4,246,21.431293
27.0,230,21.535089
23.5,265,21.656162
27.5,225,21.762557
25.4,246,21.872806
25.5,245,21.982827
25.9,241,22.093014
28.4,216,22.190292
26.9,231,22.357481
25.1,249,22.469706
24.8,252,22.583266
26.9,231,22.687471
28.9,211,22.782668
25.5,245,22.892813
25.2,248,23.004542
26.6,234,23.110705
27.2,228,23.277119
28.6,214,23.374118
26.4,236,23.4806
26.0,240,23.588962
27.1,229,23.691824
