ERewMean,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-5.8274055,33.525,-103.742065,84,84,7.155281066894531,3023,0.0,1.4153447,0.0003484487533569336,0.00071304286,0.0034288159,0.0034288159
-5.4840555,41.9,-90.62302,73,157,11.281747579574585,6129,0.0,1.4037765,-3.0994415283203125e-06,0.00075865537,0.0024942765,0.0024942765
-3.767608,50.4,-69.17959,68,225,15.11935544013977,9185,0.0,1.4145236,-3.2186508178710938e-06,0.0003886318,0.001975415,0.001975415
-4.283703,38.8,-88.689384,87,312,19.333550214767456,12175,0.0,1.4021826,0.0037827491760253906,0.0012786168,0.0029136017,0.0029136017
-4.561571,40.8,-84.60481,76,388,23.303719997406006,15251,0.0,1.3902211,0.0174676775932312,0.00066164957,0.0030801042,0.0030801042
-4.971189,27.65,-65.28576,101,489,26.984424829483032,18430,0.0,1.3938061,0.03655022382736206,0.00070073287,0.0042340155,0.0042340155
-4.209793,29.525,-82.51244,85,574,30.67806625366211,21468,0.0,1.3957739,0.01557004451751709,0.000376011,0.004233182,0.004233182
-4.690525,35.525,-87.69601,92,666,34.558690547943115,24357,0.0,1.3852869,-0.06334877014160156,0.00091464136,0.003549855,0.003549855
-4.284182,41.15,-120.6443,82,748,38.17884612083435,27548,0.0,1.3821188,0.012400984764099121,0.00051686895,0.006535894,0.006535894
-3.6338227,51.375,-13.079559,75,823,41.84802031517029,30669,0.0,1.3848892,-0.011925697326660156,0.00086550624,0.02154615,0.02154615
-5.6358056,33.525,-146.86057,71,894,45.560115575790405,33788,0.0,1.384982,0.09869599342346191,0.00077176635,0.014859098,0.014859098
-4.1053057,40.3,-54.12981,68,962,49.22426128387451,36839,0.0,1.3936826,-0.007438778877258301,0.0006318677,0.0066147163,0.0066147163
-3.4075043,39.125,-38.674507,79,1041,52.86235761642456,39756,0.0,1.3931037,0.08328062295913696,0.00078866846,0.020158924,0.020158924
-5.397079,30.45,-75.55176,88,1129,56.77546811103821,42807,0.0,1.3944721,0.22268414497375488,0.00048350033,0.0039004525,0.0039004525
-3.0626056,47.675,-69.9727,69,1198,60.48956298828125,46038,0.0,1.3919138,0.21783149242401123,0.0007130299,0.011571863,0.011571863
-4.4334693,30.275,-66.810326,76,1274,64.45315170288086,49112,0.0,1.3891616,0.31799012422561646,0.0007042413,0.0101207355,0.0101207355
-4.7222457,40.025,-76.70355,64,1338,68.28338050842285,52043,0.0,1.3880075,0.32716476917266846,0.00071521755,0.011246819,0.011246819
-3.5144951,50.875,-33.37382,58,1396,72.06044173240662,55229,0.0,1.3870906,0.4767506718635559,0.00068332255,0.018481731,0.018481731
-4.0444136,36.65,-47.312572,79,1475,75.7066056728363,58363,0.0,1.3829721,0.1691609025001526,0.000640265,0.010132815,0.010132815
-3.0180595,42.525,9.839602,69,1544,79.58773279190063,61417,0.0,1.3879409,0.2065141201019287,0.0011423212,0.04269448,0.04269448
-4.0491424,42.175,-97.40012,64,1608,83.4209578037262,64344,0.0,1.3874178,0.11572253704071045,0.00095114857,0.013750245,0.013750245
-4.078954,41.4,-82.40645,68,1676,87.31312537193298,67580,0.0,1.374184,0.25623953342437744,0.0005379569,0.001427505,0.001427505
-3.5802784,40.0,-48.58822,79,1755,90.98317360877991,70579,0.0,1.3742343,0.3932058811187744,0.0005160751,0.009416641,0.009416641
-4.151155,47.8,-65.99186,61,1816,94.69030737876892,73688,0.0,1.371636,0.37381893396377563,0.00061873253,0.014804192,0.014804192
-3.8137276,51.1,-109.4891,70,1886,98.35045099258423,76759,0.0,1.3683397,0.17257577180862427,0.0006026478,0.007604666,0.007604666
-3.5285244,63.425,-60.136024,49,1935,102.03031611442566,79847,0.0,1.3641582,0.4411621689796448,0.00063797174,0.009752475,0.009752475
-3.3878074,37.7,-52.08761,76,2011,105.79284310340881,82926,0.0,1.3581318,0.5536291599273682,0.0007005967,0.019624917,0.019624917
-4.2661333,46.15,-67.30136,69,2080,109.39110326766968,85944,0.0,1.3515297,0.1760847568511963,0.0006876762,0.018033305,0.018033305
-2.7767873,67.625,-64.88269,43,2123,113.04416370391846,89043,0.0,1.3572406,0.2275872826576233,0.0013682382,0.15823568,0.15823568
-2.7522144,63.2,-87.65382,49,2172,116.6657361984253,92140,0.0,1.3659654,0.36552417278289795,0.00085785217,0.000930856,0.000930856
-4.4272537,41.225,-52.600098,61,2233,127.44905424118042,95171,0.0,1.3628854,0.5281701683998108,0.0008288312,0.0125618065,0.0125618065
-3.3041368,44.425,-69.87445,65,2298,131.08416318893433,98280,0.0,1.3516618,0.37129610776901245,0.0007000545,0.026184542,0.026184542
-3.7089698,42.45,-87.59068,65,2363,134.72783660888672,101313,0.0,1.350893,0.3299320340156555,0.00040684082,0.002322575,0.002322575
-3.3757694,42.675,-89.121796,61,2424,138.63641810417175,104283,0.0,1.3589107,0.1635684370994568,0.0012609812,0.18415658,0.18415658
-3.94317,40.4,-77.917496,68,2492,142.34808683395386,107502,0.0,1.3623118,0.4468405842781067,0.0010039258,0.06500153,0.06500153
-3.650863,48.625,-67.201004,51,2543,146.08417797088623,110549,0.0,1.3541865,0.395121693611145,0.0005866572,0.040023405,0.040023405
-3.3848948,62.725,-37.315746,50,2593,149.95329236984253,113651,0.0,1.343019,0.5526537895202637,0.0007281558,0.030398456,0.030398456
-3.7221894,48.15,-60.415253,81,2674,153.62344551086426,116643,0.0,1.3350825,0.5904276967048645,0.0004889677,0.013625592,0.013625592
-4.55729,45.525,-63.204613,71,2745,157.4056112766266,119804,0.0,1.3241025,0.6085605025291443,0.00069243787,0.0235897,0.0235897
-3.5172062,36.025,-48.095768,69,2814,161.15277314186096,122693,0.0,1.3107072,0.6435136497020721,0.00073475874,0.03563437,0.03563437
-4.6908402,42.15,-79.303566,65,2879,164.75545191764832,125942,0.0,1.3092331,0.6433428525924683,0.0008735435,0.0021278097,0.0021278097
-3.3011918,45.675,-64.989746,64,2943,168.40908861160278,128938,0.0,1.2988344,0.5836394727230072,0.00051498314,0.013837618,0.013837618
-2.781568,56.25,4.670659,48,2991,171.9986526966095,131930,0.0,1.3164364,0.0886271595954895,0.0011980849,0.79946774,0.79946774
-3.355587,50.225,-16.562117,65,3056,175.61970925331116,135103,0.0,1.3071898,0.3195803165435791,0.0005854087,0.05362763,0.05362763
-3.6653457,37.725,-33.43914,79,3135,179.26786351203918,138236,0.0,1.2988297,0.35365569591522217,0.0003823319,0.03181584,0.03181584
-3.2290406,50.675,-36.690792,64,3199,182.8860628604889,141301,0.0,1.2869936,0.546452134847641,0.000498019,0.021004224,0.021004224
-3.095855,54.625,2.1122375,66,3265,186.50369381904602,144351,0.0,1.3006588,0.17730778455734253,0.0014269646,1.5014464,1.5014464
-3.4454086,38.975,-44.902,70,3335,190.3952705860138,147426,0.0,1.2926271,0.5572164356708527,0.00017513288,0.0012514374,0.0012514374
-3.4344,58.525,17.658054,55,3390,194.06891536712646,150419,0.0,1.3060628,0.4990244507789612,0.0009939644,0.9639371,0.9639371
-3.919112,53.45,-25.857534,55,3445,197.72009754180908,153570,0.0,1.2889773,0.16615092754364014,0.00084643747,0.10077837,0.10077837
-3.9697044,29.0,-59.119232,80,3525,201.339182138443,156655,0.0,1.2793258,0.3257560729980469,0.00059536874,0.0076462836,0.0076462836
-3.5728583,41.55,-36.969574,68,3593,204.96428561210632,159724,0.0,1.2694391,0.5058747231960297,0.00027070448,0.010827341,0.010827341
-4.473048,35.8,-51.901634,79,3672,208.94240546226501,162806,0.0,1.2851193,-0.5654938220977783,0.0010960851,2.0897353,2.0897353
-3.6328368,57.45,63.9097,52,3724,212.54747653007507,165888,0.0,1.2752386,0.22340631484985352,0.001361366,0.05344444,0.05344444
-3.1257894,53.9,0.8009613,51,3775,216.18057537078857,168847,0.0,1.2930602,0.6146930456161499,0.00097654836,0.34903112,0.34903112
-3.867496,43.1,-45.64727,72,3847,220.0912368297577,172025,0.0,1.2848495,0.44820189476013184,0.00058965513,0.03730009,0.03730009
-4.3884277,43.45,-91.907646,72,3919,223.79807996749878,175099,0.0,1.2749407,0.21979987621307373,0.00030852068,0.009931014,0.009931014
-2.827631,55.6,24.97043,69,3988,227.4647138118744,178175,0.0,1.2602843,0.5897601544857025,0.00029850545,0.019226322,0.019226322
-3.9845912,43.025,-23.228931,67,4055,231.41795301437378,181201,0.0,1.2802188,0.06974238157272339,0.0010528384,1.9988009,1.9988009
-3.6183858,45.9,16.90347,66,4121,235.16959834098816,184306,0.0,1.2706238,0.46363067626953125,0.0012904223,0.09762239,0.09762239
-3.2221427,49.775,-10.92496,56,4177,239.45428895950317,187346,0.0,1.2555785,0.33466845750808716,0.0008092762,0.055076793,0.055076793
-1.9206417,56.325,21.851648,52,4229,243.3204004764557,190460,0.0,1.2451478,0.24262291193008423,0.00079457555,0.08811199,0.08811199
-3.2265038,64.475,-22.890127,54,4283,247.13111329078674,193362,0.0,1.2296773,0.4432835578918457,0.0007088355,0.03545465,0.03545465
-4.0417147,46.65,-83.66572,62,4345,251.44023966789246,196547,0.0,1.2134405,0.5893835127353668,0.00041076867,0.016149534,0.016149534
-3.3825736,41.725,-58.549156,64,4409,255.19001483917236,199592,0.0,1.2009279,0.7313074171543121,0.0002740389,0.0067949984,0.0067949984
-3.94103,51.15,-10.146237,54,4463,258.8976855278015,202657,0.0,1.2213744,0.11131054162979126,0.0011441754,3.6599286,3.6599286
-3.1886954,56.95,24.793766,60,4523,262.50037026405334,205802,0.0,1.2116088,0.6564738750457764,0.0007054975,0.10387194,0.10387194
-2.7069511,61.3,50.732548,57,4580,266.1410002708435,208873,0.0,1.2298589,0.23710393905639648,0.000955839,1.3829575,1.3829575
-3.8508523,51.4,-64.708595,56,4636,269.78615403175354,211956,0.0,1.218024,0.4863024950027466,0.0006086028,0.03910949,0.03910949
-1.6651704,72.175,117.2866,41,4677,273.4237265586853,215040,0.0,1.2406856,0.6109760701656342,0.0011021835,0.80790967,0.80790967
-3.2327049,50.35,21.421947,57,4734,277.07440757751465,218112,0.0,1.2575399,0.7780403047800064,0.0012331733,0.63758314,0.63758314
-3.36594,46.575,-26.909296,70,4804,280.9075059890747,221158,0.0,1.2476729,0.18718087673187256,0.00030656692,0.0058063385,0.0058063385
-3.5397873,46.575,-39.74436,55,4859,284.48319458961487,224183,0.0,1.2347635,0.6071358621120453,0.00051460176,0.009255233,0.009255233
-3.0161877,64.675,-12.60056,54,4913,288.10682582855225,227326,0.0,1.2288276,0.7583343535661697,0.00021488844,0.010448183,0.010448183
-3.187784,54.05,1.5666412,63,4976,291.7439308166504,230392,0.0,1.2457275,0.2986621856689453,0.0014568311,28.803293,28.803293
-3.1721525,49.7,-57.41283,59,5035,295.35457706451416,233394,0.0,1.2334274,0.5889303088188171,0.0009110612,0.033275783,0.033275783
-5.0105987,25.2,-51.08117,75,5110,298.9991352558136,236498,0.0,1.2392963,0.49859511852264404,0.0005873688,1.5339521,1.5339521
-2.7782273,56.7,-37.87327,61,5171,302.7112445831299,239600,0.0,1.2544011,0.6899997293949127,0.001014483,0.7938371,0.7938371
-3.8630676,51.375,-85.45639,65,5236,306.66936779022217,242612,0.0,1.2693115,0.6639397740364075,0.0009914071,0.5711618,0.5711618
-2.662267,67.2,15.5873995,43,5279,310.30747175216675,245643,0.0,1.2555851,0.41422033309936523,0.0010299734,0.057449415,0.057449415
-3.0304122,62.75,26.52001,47,5326,313.98615050315857,248813,0.0,1.2457356,0.47465747594833374,0.0012592481,0.11059616,0.11059616
-2.4245365,61.6,69.89073,56,5382,317.6121850013733,251801,0.0,1.2645855,0.7048321068286896,0.0011388481,0.55209666,0.55209666
-3.7504604,40.8,14.521952,65,5447,321.2350959777832,254952,0.0,1.2572942,0.6076883375644684,0.0005706742,0.041947424,0.041947424
-4.267201,43.275,-49.548588,52,5499,324.86078906059265,257941,0.0,1.2536088,0.6955791115760803,0.0013117535,0.152132,0.152132
-3.6000435,48.25,-37.51922,54,5553,328.48175859451294,261104,0.0,1.2378255,0.5757078230381012,0.0006959618,0.0419012,0.0419012
-3.6891632,42.55,3.0352263,72,5625,332.12490701675415,264174,0.0,1.2491226,0.6212132275104523,0.00095712236,2.4315555,2.4315555
-4.526217,60.275,107.86482,51,5676,335.7149579524994,267249,0.0,1.2557309,0.7759236693382263,0.00066375855,0.0616215,0.0616215
-2.4703937,54.975,119.59951,61,5737,339.341112613678,270293,0.0,1.274376,0.7546312659978867,0.0009885598,0.17620014,0.17620014
-3.6585364,58.35,-38.028824,52,5789,343.0382196903229,273277,0.0,1.2738098,0.16252875328063965,0.00016285795,0.013486981,0.013486981
-2.8248987,54.3,63.96385,57,5846,346.6733982563019,276446,0.0,1.2921449,0.5618988275527954,0.0010386878,0.7649071,0.7649071
-3.6961231,57.55,58.52965,53,5899,351.2888159751892,279446,0.0,1.3001078,0.4717942476272583,0.00071124703,0.040830716,0.040830716
-3.7639732,46.775,19.717762,67,5966,355.0089530944824,282602,0.0,1.3013979,0.6252100467681885,0.00024752805,0.021168867,0.021168867
-3.3269036,47.0,-21.425207,59,6025,358.6535151004791,285674,0.0,1.3159714,0.3149523138999939,0.0010354394,0.27199784,0.27199784
-2.0544527,64.575,125.73547,53,6078,362.3125972747803,288755,0.0,1.3324643,0.5877569317817688,0.0009632672,0.06844282,0.06844282
-4.4247065,52.075,0.5772644,53,6131,365.92030334472656,291795,0.0,1.3301635,0.6544592678546906,0.0001607992,0.009285134,0.009285134
-2.4942188,57.925,96.25073,59,6190,369.6848759651184,294907,0.0,1.3415512,0.5681871175765991,0.0010838149,0.21690601,0.21690601
-5.1143,42.05,-52.41223,74,6264,373.436527967453,297979,0.0,1.3531436,0.4441183805465698,0.0009266983,0.061970998,0.061970998
-2.539045,70.55,75.908554,46,6310,377.1415710449219,300867,0.0,1.3437729,0.40592026710510254,0.0006931201,0.0518076,0.0518076
-3.5363884,64.625,12.437529,48,6358,380.7382493019104,304109,0.0,1.3312913,0.6696948707103729,0.00082097197,0.027124813,0.027124813
-2.917935,72.3,25.865765,47,6405,384.38535141944885,307197,0.0,1.3266295,0.708189994096756,0.0002864546,0.0071528233,0.0071528233
-4.0240245,46.025,3.4213243,57,6462,387.9970519542694,310060,0.0,1.3379273,0.308854877948761,0.0011991696,0.40792492,0.40792492
-4.416467,52.875,-53.883972,57,6519,391.63473081588745,313266,0.0,1.3333131,0.43608421087265015,0.00021032635,0.0130559495,0.0130559495
-4.13024,47.175,-57.494446,55,6574,395.33319330215454,316404,0.0,1.3449407,0.3556823134422302,0.0010871106,0.69980544,0.69980544
-3.1013517,76.35,19.148012,40,6614,399.0678551197052,319458,0.0,1.3318783,0.4799339771270752,0.0009057978,0.02525717,0.02525717
-3.605592,54.65,-46.927376,52,6666,402.8615348339081,322536,0.0,1.340889,0.5363970100879669,0.0011998179,0.32951355,0.32951355
-3.7359893,49.8,30.457722,57,6723,406.4961106777191,325588,0.0,1.3496686,0.7257504761219025,0.00070324866,0.026824722,0.026824722
-1.4168165,77.6,210.95932,35,6758,410.0721929073334,328500,0.0,1.3556886,0.8130926489830017,0.000849118,0.02595144,0.02595144
