# {"t_start": 1565646631.4761126, "env_id": "SignalizedEco-v0"} 
r,l,t
-3878,339,27.986382
-9748,499,28.396823
-6230,540,28.757531
-7178,414,29.058577
-2748,374,29.309959
-4024,412,29.59538
-10112,756,30.111005
-8994,722,31.831631
-1164,257,32.020423
-2174,387,32.304843
-1442,321,32.523595
-3624,512,32.884208
-1234,367,33.138381
-5672,636,34.165969
-1080,290,34.357669
-2982,416,34.654542
-478,289,34.858891
-1670,360,35.098574
-2782,466,35.415238
-1186,418,35.71211
-2812,481,36.041508
-1054,277,36.229018
-726,413,37.101982
0,275,37.293669
-416,483,37.627285
-1460,405,37.898596
-1464,407,38.179847
-2306,453,38.492346
-380,240,38.664222
-5018,459,39.541253
-234,242,39.71313
-2304,227,39.873529
-912,356,40.11706
-1324,337,40.355588
-2016,308,40.574339
-2272,361,40.824339
-1506,278,41.011842
-1390,295,41.214966
-2124,287,41.402465
-1400,300,41.622559
-2988,269,42.373648
-12,281,42.576772
-1406,303,42.795521
-1434,242,42.968608
-894,422,43.265482
-308,279,43.457169
-3540,245,43.630352
-918,284,43.823493
-4056,278,44.014167
-876,263,44.201666
-634,292,44.972708
-638,294,45.191456
-100,250,45.363333
-2388,269,45.551986
-2026,313,45.757292
-1404,227,45.915699
-680,390,46.190285
-666,308,46.39763
-238,244,46.569505
-1430,315,46.790119
-854,327,47.014241
-328,289,47.785309
-1912,331,48.006189
-142,271,48.193691
-1702,226,48.351136
-1074,287,48.54284
-352,301,48.762883
-616,208,48.903519
-584,267,49.095181
-2074,262,49.276058
-786,293,49.483352
30,260,49.655227
-378,314,50.441886
-262,256,50.630578
-324,212,50.76674
-1164,257,50.95557
-340,295,51.158696
-868,259,51.334721
-1018,334,51.569096
-676,238,51.740972
-1426,313,51.959721
-216,233,52.115971
-116,258,52.296972
-120,260,52.474309
-334,217,53.203326
-1866,308,53.422076
-122,261,53.611069
62,244,53.772848
54,248,53.960363
-1720,235,54.120772
-494,297,54.323896
-1270,310,54.546632
-224,237,54.718507
-1450,250,54.894571
-964,307,55.10608
64,243,55.844678
-636,218,56.000929
-776,288,56.204052
-432,266,56.375927
-780,290,56.580287
-478,289,56.787617
-242,246,56.959493
-934,292,57.178242
-716,258,57.350117
-760,280,57.553244
-680,240,57.709492
-90,245,57.882594
-1554,302,58.667126
-222,236,58.828909
-950,300,59.036185
-370,235,59.192435
-1430,240,59.365501
-1066,283,59.557164
-146,273,59.775914
-638,294,59.994663
-820,310,60.213414
-210,305,60.432163
-2766,233,60.58964
-618,209,61.321856
-364,232,61.482354
-104,252,61.669868
-610,280,61.872991
-2130,215,62.030514
-448,199,62.17532
-1098,299,62.378445
-478,214,62.534697
-682,241,62.70657
-200,225,62.864042
-264,257,63.038101
-1226,288,63.272476
-676,238,63.461473
-780,215,64.219365
100,225,64.369123
-256,253,64.560866
56,247,64.749763
-776,288,64.972713
44,253,65.179559
-828,239,65.355609
-726,263,65.558734
-750,275,65.747515
-86,243,65.923567
-318,209,66.112429
-1026,338,66.394798
-1584,317,67.610687
-362,231,67.782565
-870,260,67.954441
-118,259,68.141941
-294,272,68.329439
-1878,239,68.501314
-672,236,68.657565
-1140,245,68.830727
-432,266,69.022412
-1540,295,69.225538
-560,330,69.444289
72,239,70.179878
22,264,70.376618
-264,257,70.549514
-738,194,70.690139
-534,242,70.85061
-314,207,70.991236
-1566,233,71.148629
-258,179,71.273642
-452,276,71.476765
-610,205,71.61739
-492,221,71.774801
-216,233,71.93105
-844,247,72.099904
-244,247,72.276021
78,236,72.996032
-176,213,73.156558
-616,208,73.297185
-308,279,73.495142
-220,235,73.669197
-168,209,73.81133
-592,196,73.951969
-132,266,74.143643
-94,247,74.316787
-346,223,74.461626
-392,246,74.6335
-258,254,74.821
-452,276,75.008499
-1862,306,75.77959
-334,217,75.935851
76,237,76.108926
-204,227,76.265176
-152,276,76.450237
50,250,76.637749
80,235,76.798167
216,242,76.971369
-252,251,77.143245
-144,272,77.33502
60,245,77.511076
54,248,77.682954
-254,252,78.434276
-474,212,78.57808
-538,244,78.749955
-782,291,78.963701
64,243,79.132709
70,240,79.302004
-498,224,79.449156
-506,228,79.618471
-222,236,79.781245
12,269,79.965856
-368,234,80.135158
-156,278,80.351343
-324,212,80.520645
-508,304,81.322235
-134,267,81.538074
78,236,81.707369
-104,252,81.892283
-1100,225,82.05507
-524,237,82.224037
-1220,285,82.424441
62,244,82.593727
-902,276,82.776331
-190,220,82.94113
198,251,83.110408
-312,206,83.261685
-336,218,83.996659
-962,231,84.15913
-410,255,84.32845
-672,236,84.497733
-676,238,84.660519
-218,234,84.829817
-366,233,84.992588
-816,233,85.147491
-1102,301,85.349733
-554,252,85.531155
-74,237,85.700042
-226,238,85.867018
-1578,239,86.601958
-882,266,86.802146
-58,229,86.964933
-2994,272,87.166654
-1138,244,87.350088
-202,226,87.503749
-246,248,87.681817
-544,247,87.852336
-82,241,88.020144
-210,230,88.182917
-902,276,88.38313
-196,223,88.536798
-648,224,88.683719
-218,234,89.429905
-2518,259,89.60178
-588,269,89.789279
-600,275,89.992404
-998,249,90.164279
-80,240,90.320529
-526,238,90.492405
-542,246,90.665525
-566,258,90.841561
-430,190,90.982186
-754,277,91.169687
-282,266,91.357186
224,238,92.143029
-64,232,92.314917
-498,224,92.486791
-66,233,92.65867
-416,258,92.846165
-80,240,93.019218
-114,257,93.210948
-86,243,93.419326
-420,260,93.611029
-210,230,93.782904
42,254,93.971988
-106,253,94.163716
-198,224,94.335588
-334,217,95.09099
-108,254,95.278488
50,250,95.465988
-130,265,95.653488
78,236,95.825362
-598,274,96.012862
-576,263,96.201665
-352,226,96.362092
-112,256,96.533969
-538,244,96.705843
-42,221,96.862092
194,253,97.03548
-204,227,97.191744
-110,255,97.965403
-190,220,98.121654
82,234,98.293528
-228,239,98.481028
218,241,98.668529
-114,257,98.872903
-42,221,99.029151
-66,233,99.205205
50,250,99.392704
46,252,99.595829
-358,229,99.767704
-460,205,99.923953
-396,248,100.095828
210,245,100.860437
-234,242,101.035479
78,236,101.207353
-346,223,101.363604
-366,233,101.536733
76,237,101.712875
16,267,101.931625
-486,218,102.087875
64,243,102.275372
-50,225,102.431623
-190,220,102.587705
-476,213,102.763782
-202,226,102.952572
