# {"t_start": 1565307453.704582, "env_id": "SignalizedEco-v0"} 
r,l,t
-1100.0,30,7.881818
-1025.0,25,7.979819
-55.0,5,7.984819
-73.0,13,7.994819
-1076.0,26,8.01882
-70.0,10,8.026822
-1138.0,28,8.049823
-55.0,5,8.054818
-66.0,16,8.066821
-67.0,7,8.072818
-80.0,10,8.081819
-878.0,158,8.207819
-673.0,183,8.351819
-96.0,16,8.36486
-55.0,5,8.36886
-1130.0,20,8.384857
136.0,234,8.569858
-278.0,208,8.733859
-755.0,135,8.841892
-55.0,5,8.846891
-55.0,5,8.850891
-720.0,80,8.914891
-55.0,5,8.918891
-55.0,5,8.922891
-657.0,197,9.076893
-1092.0,22,9.099895
-1052.0,42,9.133892
-1070.0,20,9.149892
-1322.0,132,9.259892
-215.0,95,9.335408
-104.0,14,9.346408
-67.0,17,9.36041
-901.0,151,9.486408
-680.0,80,9.549409
-1083.0,33,9.574408
-854.0,44,9.609408
-850.0,40,9.640409
-56.0,6,9.645408
86.0,164,9.779614
-1095.0,35,9.809615
-58.0,128,9.911616
139.0,221,10.084614
-877.0,47,10.122614
-55.0,5,10.126617
-1039.0,39,10.159614
-107.0,17,10.173139
-86.0,16,10.186137
-998.0,178,10.326139
-1070.0,20,10.34214
-1080.0,20,10.358138
-100.0,10,10.366138
-1073.0,33,10.395139
375.0,175,12.410165
-348.0,318,12.670165
-708.0,108,12.759166
-1043.0,23,12.779168
-1080.0,20,12.796167
-1080.0,20,12.812166
-1131.0,31,12.839165
-1080.0,30,12.865166
-128.0,128,12.970704
-55.0,5,12.974705
-55.0,5,12.979705
-1039.0,39,13.009703
-56.0,6,13.014705
-460.0,240,13.207703
-55.0,5,13.211705
-56.0,6,13.216703
-1089.0,39,13.247705
-88.0,18,13.262703
-1021.0,121,13.358704
-678.0,68,13.414705
-721.0,81,13.479703
-55.0,5,13.484705
-56.0,6,13.489705
-1130.0,20,13.505706
-1032.0,32,13.530704
-1131.0,21,13.547704
63.0,87,13.619705
-253.0,83,13.686703
-845.0,45,13.721703
-905.0,45,13.756704
-55.0,5,13.761703
-363.0,303,13.998703
-55.0,5,14.002705
-861.0,51,14.042704
-58.0,238,14.232706
-55.0,5,14.236704
-1090.0,20,14.252705
-1054.0,44,14.286706
-713.0,73,14.346704
-1054.0,44,14.382749
-1090.0,20,14.398227
-79.0,9,14.405227
-1038.0,38,14.435225
-55.0,5,14.439224
-690.0,80,14.502225
-898.0,68,14.556225
-1077.0,27,14.578228
-723.0,73,14.636227
-55.0,5,14.641227
-892.0,52,14.683227
-1060.0,20,14.699227
-55.0,5,14.703225
-1093.0,23,14.721225
-1050.0,20,14.737226
-89.0,9,14.744225
-1041.0,21,14.761227
-55.0,5,14.765225
-1082.0,22,15.672259
-872.0,52,15.715259
-62.0,12,15.725259
-142.0,72,15.784257
-1094.0,24,15.804259
-1055.0,35,15.831257
-55.0,5,15.835259
-55.0,5,15.839257
-126.0,16,15.852257
-849.0,49,15.891774
-55.0,5,15.895774
-1028.0,28,15.917775
-1109.0,39,15.948774
-40.0,120,16.044776
-1043.0,23,16.062774
-89.0,9,16.069774
-55.0,5,16.073777
-90.0,10,16.081774
-89.0,9,16.089776
-55.0,5,16.093774
-1044.0,24,16.112776
-71.0,11,16.121774
-1041.0,21,16.139774
-850.0,50,16.179774
-1142.0,22,16.197775
-864.0,154,16.327774
-1085.0,45,16.363774
-94.0,254,16.564775
-97.0,107,16.663775
-92.0,12,16.683775
-55.0,5,16.688778
-195.0,85,16.777775
-442.0,212,16.970776
-1075.0,45,17.007774
-84.0,14,17.019774
-1071.0,21,17.036292
-55.0,5,17.040292
-1114.0,24,17.059292
-55.0,5,17.063294
-55.0,5,17.068291
-862.0,42,17.100293
-422.0,192,17.260293
-691.0,71,17.316296
-852.0,52,17.357293
-869.0,39,17.389294
-848.0,38,17.420294
-423.0,193,17.586295
-56.0,6,17.595305
-128.0,18,17.6153
-186.0,66,17.681868
-1033.0,143,17.822867
-692.0,82,17.892872
-711.0,81,17.962869
-1113.0,23,17.982868
-75.0,15,17.994866
-836.0,36,18.023869
-683.0,73,18.081867
-1135.0,35,18.109867
-590.0,110,18.196384
-83.0,13,18.206386
-55.0,5,18.210385
-1093.0,33,18.236384
-684.0,74,19.15791
-709.0,79,19.219911
-826.0,146,19.33591
-1083.0,43,19.36991
-182.0,62,19.420912
-910.0,50,19.459914
-687.0,77,19.521911
-848.0,138,19.63491
-242.0,212,19.819438
-1028.0,28,19.841437
-635.0,185,19.989436
-79.0,269,20.202436
-422.0,192,20.354436
492.0,418,20.686457
-55.0,5,20.690455
-251.0,211,20.856455
-563.0,113,20.946455
-700.0,80,21.009454
-1056.0,36,21.039456
-634.0,184,21.184973
-887.0,47,21.221973
-728.0,78,21.282975
-543.0,113,21.371973
-58.0,8,21.377973
-509.0,219,21.549978
-848.0,48,21.588977
-55.0,5,21.592977
-869.0,69,22.519041
32.0,88,22.59104
-450.0,380,22.897042
-117.0,17,22.911042
-862.0,52,22.954041
-495.0,235,23.149041
-67.0,7,23.154041
-682.0,82,23.219041
-1044.0,24,23.23804
-102.0,12,23.248043
-23.0,123,23.345041
-1040.0,20,23.36104
-55.0,5,23.365041
-57.0,7,23.371041
-1078.0,28,23.395042
-443.0,213,23.562077
-839.0,39,23.593076
-93.0,13,23.603077
-1031.0,31,23.628076
-453.0,233,23.822602
-1100.0,20,23.839604
-881.0,51,23.879603
-710.0,80,23.943602
-1049.0,39,23.974604
-1048.0,38,24.005604
467.0,283,24.229602
-499.0,239,24.419602
-1082.0,22,24.437602
-1061.0,31,24.462602
-80.0,10,24.470602
-847.0,47,24.507602
-217.0,217,24.680604
-94.0,14,24.691602
-1047.0,37,24.721604
-55.0,5,24.725604
-1103.0,33,24.752602
-83.0,13,24.762603
-1083.0,23,24.782602
-68.0,8,24.788604
-1080.0,20,24.805601
-429.0,199,25.852132
-844.0,44,25.891129
-669.0,179,26.031163
-137.0,17,26.04416
-1126.0,26,26.06516
-1090.0,20,26.08016
-932.0,52,26.121161
-63.0,13,26.13116
-594.0,174,26.272161
-719.0,209,26.43716
-55.0,5,26.44216
-846.0,46,26.47716
-442.0,202,26.635676
-856.0,46,26.671677
-889.0,49,26.709676
-196.0,86,26.778677
-671.0,201,26.937679
-438.0,218,27.109706
22.0,98,27.186705
-818.0,138,27.296707
-57.0,7,27.302705
-67.0,7,27.308705
-1090.0,20,27.323705
-55.0,5,27.328705
-1091.0,31,27.352707
-709.0,79,27.416705
-1044.0,34,27.442706
-55.0,5,27.447707
-1068.0,28,27.469705
-450.0,190,27.620708
-718.0,68,27.676705
-1132.0,22,27.694706
-1050.0,20,27.711705
-69.0,19,27.728706
-683.0,173,27.869705
-503.0,233,28.056224
-682.0,82,28.120226
-56.0,6,28.125225
-1025.0,25,28.145224
-58.0,8,28.152224
-56.0,446,29.363791
-181.0,351,29.644831
-395.0,195,29.809829
-682.0,72,29.866829
-609.0,189,30.01583
-512.0,232,30.200831
-418.0,218,30.373349
-861.0,51,30.416788
-55.0,5,30.420789
-1112.0,22,30.43779
-420.0,200,30.596788
332.0,168,30.728818
-55.0,5,30.732818
-845.0,45,30.767818
-118.0,18,30.781819
-1060.0,20,30.798819
-438.0,208,30.965821
-55.0,5,30.96982
-100.0,10,30.978818
-437.0,217,31.150818
-495.0,235,31.337818
-58.0,248,31.533818
-464.0,224,32.582347
-55.0,5,32.586349
-1044.0,24,32.605347
-940.0,70,32.660866
-765.0,185,32.806867
-1054.0,44,32.840868
-406.0,206,33.004867
-237.0,217,33.183867
-727.0,77,33.248868
-256.0,206,33.416396
-498.0,218,33.588394
-1057.0,37,33.619394
-488.0,208,33.805394
-1050.0,50,33.844394
-902.0,52,33.886394
-55.0,5,33.890395
-55.0,5,33.894394
-409.0,189,34.043394
-1043.0,33,34.069396
-891.0,51,34.109394
-422.0,192,34.261394
-1083.0,43,34.295394
-413.0,203,34.457394
-421.0,221,34.630394
-719.0,79,34.693396
-1100.0,20,34.709394
-442.0,222,34.885396
-79.0,9,34.892394
-56.0,6,34.897395
-221.0,211,35.940994
-1038.0,28,35.962994
-427.0,227,36.144025
-690.0,80,36.207024
-427.0,197,36.362024
-235.0,225,36.542026
-476.0,236,36.728025
-1055.0,25,36.748026
-438.0,198,36.906024
-869.0,39,36.938026
-690.0,80,37.000026
-73.0,13,37.011027
-55.0,5,37.016024
-443.0,203,37.177025
-851.0,51,37.217026
-860.0,40,37.249024
-526.0,236,37.43754
-432.0,202,37.596545
-446.0,206,37.77054
-871.0,51,37.811541
-643.0,173,37.94854
-859.0,49,37.987542
-1116.0,36,38.01654
-254.0,224,38.19554
-47.0,237,39.24714
-251.0,211,39.415141
-410.0,210,39.581141
129.0,231,39.768143
-59.0,9,39.775141
-236.0,206,39.938142
-712.0,72,39.995142
-55.0,5,39.999141
-841.0,41,40.03214
-55.0,5,40.03614
-299.0,439,40.38414
-35.0,235,40.57114
-1040.0,20,40.587141
-416.0,206,40.750143
-672.0,72,40.80814
-411.0,201,40.96814
350.0,280,41.18914
-900.0,50,41.228142
-1100.0,20,41.24514
-701.0,81,41.309142
336.0,184,41.456141
325.0,175,42.465184
-1091.0,51,42.506182
-699.0,79,42.568184
-732.0,82,42.632182
-890.0,50,42.671746
-448.0,198,42.828745
-1050.0,30,42.852746
-541.0,231,43.036744
-719.0,79,43.098744
-848.0,48,43.135745
-55.0,5,43.139745
-60.0,100,43.219745
-456.0,226,43.405745
-124.0,14,43.418746
-406.0,206,43.586744
-720.0,70,43.647744
-422.0,222,43.844747
-681.0,71,43.900744
-441.0,211,44.067744
-1043.0,33,44.094748
-698.0,78,44.156745
-683.0,73,44.214746
-501.0,221,44.391263
-846.0,46,44.428265
-392.0,192,44.579296
-681.0,81,44.643299
-55.0,5,44.647296
-69.0,9,44.654299
-461.0,201,44.815296
