ERewMean,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-42.7452,47.0,-1251.1514,65,65,21.965768814086914,3004,0.0,1.40963,0.0,0.0009809044,0.0032111946,0.0032111946
-31.00982,55.775,-1214.469,52,117,25.311481714248657,5934,0.0,1.3993526,2.1457672119140625e-06,0.0009000332,0.0041138814,0.0041138814
-27.88446,82.9,-1119.5602,38,155,28.641647577285767,9191,0.0,1.3982545,2.086162567138672e-06,0.00089489896,0.0017455582,0.0017455582
-27.392193,86.6,-1066.0177,31,186,31.966468811035156,11967,0.0,1.4144844,-4.76837158203125e-07,0.0008479552,0.0030349568,0.0030349568
-21.093851,86.025,-917.7775,38,224,35.2980523109436,15257,0.0,1.4104022,-5.960464477539062e-07,0.00095329696,0.0042517725,0.0042517725
-27.2807,83.35,-1066.3318,37,261,38.64437222480774,18392,0.0,1.4023758,-1.1920928955078125e-07,0.0008515972,0.003088013,0.003088013
-27.424297,100.25,-1109.3842,25,286,41.97785520553589,21495,0.0,1.3967577,1.7881393432617188e-07,0.0007425822,0.0041428623,0.0041428623
-21.478434,116.6,-1072.1536,27,313,45.310425996780396,24429,0.0,1.4092187,0.0,0.00050394045,0.002011541,0.002011541
-19.333115,114.525,-1049.8119,31,344,48.622435331344604,27644,0.0,1.4052733,1.7881393432617188e-07,0.0008135336,0.0038444854,0.0038444854
-17.694454,96.65,-987.3205,29,373,51.95264768600464,30515,0.0,1.3936772,0.0,0.0008290704,0.004922059,0.004922059
-21.317265,111.05,-1086.0372,28,401,55.28093671798706,33585,0.0,1.3775929,0.0,0.0009444572,0.0045448556,0.0045448556
-20.414028,126.6,-1115.1243,22,423,58.58900189399719,36680,0.0,1.36435,0.0,0.00046528308,0.0020432388,0.0020432388
-13.651827,133.975,-1016.9832,23,446,61.91167950630188,39775,0.0,1.3610001,0.0,0.0009340671,0.004119031,0.004119031
-10.49177,144.1,-972.6984,20,466,65.25374364852905,42929,0.0,1.3555293,1.7881393432617188e-07,0.00070901355,0.0038262897,0.0038262897
-16.521507,138.8,-1005.11993,25,491,68.57767057418823,46041,0.0,1.3449634,-1.1920928955078125e-07,0.0006652409,0.002666036,0.002666036
-16.526863,145.35,-1016.8862,19,510,71.93946719169617,49102,0.0,1.3408799,0.0,0.00033271356,0.0014395649,0.0014395649
-8.021921,171.475,-966.1821,17,527,75.34947109222412,52190,0.0,1.3380436,0.0,0.00090443605,0.0031790182,0.0031790182
-7.8634048,184.225,-991.0345,15,542,78.70145893096924,55235,0.0,1.3277912,-1.1920928955078125e-07,0.0009918073,0.0046265,0.0046265
-7.2535095,190.825,-984.2484,17,559,82.05282187461853,58289,0.0,1.3323666,1.1920928955078125e-07,0.00088234874,0.004051085,0.004051085
-7.7284126,193.425,-959.0586,15,574,85.40601015090942,61253,0.0,1.3320994,-2.384185791015625e-07,0.0007700396,0.0026933448,0.0026933448
-8.145533,194.125,-953.4871,17,591,88.73546981811523,64512,0.0,1.3240737,-2.384185791015625e-07,0.0006424432,0.0028988312,0.0028988312
-8.04122,201.15,-943.6712,13,604,92.0723466873169,67367,0.0,1.3265091,0.0,0.00036134376,0.0014489773,0.0014489773
-5.7490983,204.25,-917.63654,16,620,95.41595935821533,70613,0.0,1.314705,1.1920928955078125e-07,0.0007463773,0.0026907988,0.0026907988
-4.8927765,223.55,-891.9164,12,632,98.75626635551453,73648,0.0,1.3065201,-2.384185791015625e-07,0.0014961133,0.0040825526,0.0040825526
-5.6891427,215.95,-882.5985,15,647,102.0865044593811,76776,0.0,1.294983,1.1920928955078125e-07,0.0008516649,0.0038696092,0.0038696092
-5.025026,232.975,-863.931,12,659,105.41042518615723,79701,0.0,1.2873293,2.384185791015625e-07,0.00049561914,0.0037207175,0.0037207175
-5.6609674,232.75,-914.3827,12,671,108.7906584739685,82753,0.0,1.2833496,1.7881393432617188e-07,0.0014031959,0.0049817567,0.0049817567
-5.110597,251.6,-914.06134,11,682,112.22800874710083,85977,0.0,1.2747252,5.960464477539062e-07,0.0009121752,0.0027258405,0.0027258405
-4.275369,274.275,-907.3667,10,692,115.65255308151245,88819,0.0,1.2900313,0.1609255075454712,0.00088819745,0.001929089,0.001929089
