ERewMean,EpLenMean,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-4.9309425,136.6,-673.5,11399.966,22,3314,571.6297488212585,525182,0.0,1.0547158,0.9994362575234845,0.00089544913,0.009462755,0.009462755,,,,,,,,,,,,,,
-4.8819485,136.775,-667.75,11391.972,23,3337,574.8188517093658,528331,0.0,1.0460511,0.9997964862850495,0.0009265945,0.014434087,0.014434087,,,,,,,,,,,,,,
-4.9552536,136.5,-676.25,11334.499,22,3359,578.0004253387451,531328,0.0,1.0426329,0.9971500844694674,0.00089058495,0.006390358,0.006390358,,,,,,,,,,,,,,
-4.8984404,136.475,-668.5,11292.138,23,3382,581.0124709606171,534469,0.0,1.0538049,0.9993415412609465,0.0010728206,0.008350201,0.008350201,,,,,,,,,,,,,,
-4.907644,136.725,-671.0,11280.865,22,3404,584.0099437236786,537477,0.0,1.0445955,0.9995829490653705,0.0010393414,0.0041622757,0.0041622757,,,,,,,,,,,,,,
-4.8743663,136.575,-665.75,11304.775,23,3427,587.0034129619598,540615,0.0,1.0417694,0.9998512469464913,0.00095233874,0.006406775,0.006406775,,,,,,,,,,,,,,
-4.8871145,136.175,-665.5,11385.104,23,3450,589.9739620685577,543743,0.0,1.0446478,0.9993012302438729,0.00092068873,0.0058761924,0.0058761924,,,,,,,,,,,,,,
-4.908372,136.0,-667.5,11440.924,22,3472,592.9376785755157,546738,0.0,1.0494971,0.9992047812556848,0.0007915004,0.003964091,0.003964091,,,,,,,,,,,,,,
-4.88815,136.2,-665.75,11421.742,23,3495,595.9535596370697,549873,0.0,1.046692,0.9997570749837905,0.00091174495,0.008889326,0.008889326,,,,,,,,,,,,,,
-4.889035,136.225,-666.0,11394.24,22,3517,598.8750307559967,552869,0.0,1.0492344,0.9990498715778813,0.00095392,0.004613721,0.004613721,,,,,,,,,,,,,,
-14.170404,379.57142857142856,-5838.5713,6018.8765,7,7,36.954737186431885,2657,0.0,1.4433823,0.0006008744239807129,0.00088257884,0.003500325,0.003500325
-15.076078,468.46153846153845,-8103.846,3858.656,6,13,39.80825924873352,6090,0.0,1.4513535,0.014539718627929688,0.00081811403,0.0046420805,0.0046420805
-15.18438,437.42857142857144,-7267.143,4842.639,8,21,42.86657953262329,9186,0.0,1.4745431,0.07026803493499756,0.00077920035,0.0044968612,0.0044968612
-15.956159,427.92857142857144,-7372.143,4718.6846,7,28,45.703962326049805,11982,0.0,1.4920672,0.037956416606903076,0.0008600026,0.0031729883,0.0031729883
-15.648869,420.8611111111111,-7046.1113,5143.0815,8,36,48.49957537651062,15151,0.0,1.5136113,0.09685498476028442,0.00083140336,0.0035113178,0.0035113178
-15.4042845,423.325,-6938.25,5824.356,9,45,51.29742980003357,18387,0.0,1.527563,0.13927102088928223,0.00085723633,0.004073963,0.004073963
-14.610792,367.7,-5527.0,6100.1323,9,54,54.10014462471008,21148,0.0,1.5248197,0.22476744651794434,0.0007657173,0.0019916531,0.0019916531
-13.254725,348.85,-4708.5,7540.505,10,64,57.07336449623108,24322,0.0,1.5186769,0.26350146532058716,0.00051151233,0.0015177302,0.0015177302
-12.549836,333.075,-4247.0,8055.6265,9,73,59.96604871749878,27230,0.0,1.5278573,0.2566404342651367,0.00066646043,0.0035346898,0.0035346898
-12.4901495,314.525,-3945.25,8620.034,11,84,62.80949807167053,30637,0.0,1.5385944,0.29571962356567383,0.0006674707,0.0031470775,0.0031470775
-12.064514,303.65,-3682.75,9027.338,11,95,65.71402311325073,33677,0.0,1.530584,0.3195779323577881,0.00085746724,0.0022958294,0.0022958294
-11.602659,287.825,-3382.0,9544.821,12,107,68.53000450134277,36815,0.0,1.5251449,0.4017699956893921,0.0006333413,0.0021347168,0.0021347168
-11.089788,276.875,-3100.0,9869.173,11,118,71.50537323951721,39827,0.0,1.541286,0.388968825340271,0.0006392948,0.0025686885,0.0025686885
-10.676149,260.7,-2780.75,10393.155,12,130,74.43997764587402,42797,0.0,1.5505966,0.4077523350715637,0.0006461491,0.0022663635,0.0022663635
-10.809131,260.975,-2817.25,10857.479,12,142,77.34026145935059,45967,0.0,1.5642027,0.4268760681152344,0.0006796454,0.0021531244,0.0021531244
-11.081976,253.775,-2820.25,10828.137,12,154,80.22637796401978,49015,0.0,1.5589999,0.4756178855895996,0.0008856461,0.0025879955,0.0025879955
