# {"t_start": 1563982330.9508634, "env_id": "SignalizedEco-v0"} 
r,l,t
-5322.658618,2132,2.644721
-5344.545557,2051,3.923439
-4716.129211,1635,6.100056
-5864.656799,1780,7.230593
-3661.026282,1359,8.087878
-2057.580933,1490,9.721201
-3686.136023,1344,10.613622
-2158.637329,1445,11.489136
-2109.063586,1452,12.408305
-3659.304639,1408,14.124144
-2140.270813,1470,15.091636
-3592.057678,1450,16.008996
-2181.280164,1468,17.843516
-3796.858167,1313,18.721145
-3847.666919,1277,19.583116
-3895.31626,1244,20.369938
-3881.151123,1270,21.186196
-2246.985034,1352,22.945932
-2319.849561,1293,23.746758
-3818.685339,1279,24.54054
-2266.300244,1363,26.298601
-3805.742346,1299,27.174876
-3986.408728,1204,27.981641
-3936.417822,1229,28.743719
-3764.813513,1329,30.45668
