EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
2091.5,-5333.7197,2,2,4.3877623081207275,4183,0.0,1.434811,2.5033950805664062e-06,0.0042608664,0.0017047611,0.0017047611
1791.4,-4981.8975,3,5,8.373571634292603,8957,0.0,1.4209113,1.1920928955078125e-07,0.004627025,0.0018914506,0.0018914506
1632.0,-3880.1323,4,9,12.420302867889404,14688,0.0,1.4206104,5.960464477539063e-08,0.004637385,0.0015853241,0.0015853241
1584.6666666666667,-3692.7546,3,12,16.608267545700073,19016,0.0,1.4154524,5.960464477539063e-08,0.004851063,0.0031185565,0.0031185565
1505.1764705882354,-3642.09,5,17,20.838874101638794,25588,0.0,1.4714386,0.0,0.0035361294,0.0019383412,0.0019383412
1475.6,-3515.056,3,20,24.961692094802856,29512,0.0,1.4116786,1.7881393432617188e-07,0.0048774867,0.0023605968,0.0023605968
1441.9583333333333,-3512.338,4,24,29.155820608139038,34607,0.0,1.4159415,0.0,0.0041081556,0.0018208927,0.0018208927
