ERewMean,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-0.3289266,349.8,-114.97982,5,5,27.871854066848755,1749,0.0,1.4285562,-0.006494879722595215,0.010192407,0.009149346,0.009149346
-0.32918787,349.90909090909093,-114.99073,6,11,30.696072578430176,3849,0.0,1.4646628,0.3319263458251953,0.013102341,0.0165347,0.0165347
-0.31033668,395.8666666666667,-116.91977,4,15,33.28598213195801,5938,0.0,1.460724,0.496951162815094,0.013164226,0.0053145736,0.0053145736
-0.29972374,424.2631578947368,-118.21552,4,19,35.993505239486694,8061,0.0,1.4077171,0.5801035463809967,0.013904905,0.007672334,0.007672334
-0.30159876,416.3333333333333,-118.29974,5,24,38.67189979553223,9992,0.0,1.4292624,0.6949290931224823,0.015046272,0.0090998355,0.0090998355
-0.29207504,446.0,-114.22935,3,27,41.3426399230957,12042,0.0,1.3629482,0.673911988735199,0.012708496,0.007443376,0.007443376
-0.28347608,463.6333333333333,-111.69637,3,30,44.05011200904846,13909,0.0,1.3463464,0.7705886214971542,0.005502269,0.0018198614,0.0018198614
-0.27716267,476.72727272727275,-109.4906,3,33,46.7261700630188,15732,0.0,1.4457922,0.7048582434654236,0.011058733,0.0055222074,0.0055222074
-0.2737777,490.2,-110.73396,2,35,49.53473234176636,17157,0.0,1.5374775,0.6341336369514465,0.013494404,0.0033455072,0.0033455072
-0.26882464,504.5897435897436,-108.92018,4,39,52.1854350566864,19679,0.0,1.5729393,0.7376147210597992,0.012662424,0.010419041,0.010419041
-0.2574769,536.525,-107.607056,3,42,54.85202765464783,22148,0.0,1.5031943,0.7045362293720245,0.0117041925,0.003601474,0.003601474
-0.25000748,558.35,-108.66445,2,44,57.5133171081543,23744,0.0,1.5012608,0.7641458660364151,0.0067526605,0.0076987715,0.0076987715
-0.24461797,598.875,-111.71692,1,45,60.198362827301025,25704,0.0,1.5396216,0.5694016516208649,0.021514848,0.0131074805,0.0131074805
