ERewMean,EpLenMean,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-16.14115,693.5,-12012.0,200.48999,4,4,46.75462555885315,2774,0.0,1.4384712,0.00046747922897338867,0.0008822882,0.004019886,0.004019886
-12.221271,600.2,-7910.4,4039.6782,6,10,49.50473737716675,6002,0.0,1.4500055,0.023823082447052002,0.0008908631,0.002613634,0.002613634
-8.78396,490.3333333333333,-5105.6665,6793.34,8,18,52.28704786300659,8826,0.0,1.467711,0.09010440111160278,0.00082525023,0.0022024813,0.0022024813
-8.604136,483.4,-4808.8,7233.7,7,25,55.04077172279358,12085,0.0,1.4916397,0.033130645751953125,0.0008728273,0.0048625735,0.0048625735
-8.88622,457.06060606060606,-4541.394,7674.9375,8,33,57.809349060058594,15083,0.0,1.507696,0.09053212404251099,0.0008608755,0.0031814314,0.0031814314
-7.5144987,418.225,-3500.2,8402.7,9,42,60.60304307937622,18126,0.0,1.511012,0.16749471426010132,0.00084221456,0.0025585627,0.0025585627
-6.0301313,363.6,-2370.95,9687.227,11,53,63.34598445892334,21425,0.0,1.5050054,0.20075207948684692,0.0007743447,0.0024509889,0.0024509889
-5.254088,331.925,-1853.85,10439.273,9,62,66.1090681552887,24292,0.0,1.5054864,0.3189840316772461,0.00071468943,0.002368877,0.002368877
-3.5516467,310.175,-1146.6,10988.706,11,73,68.85483407974243,27490,0.0,1.5066477,0.29968851804733276,0.0006749987,0.0034043535,0.0034043535
-2.890841,284.925,-856.1,11627.463,12,85,71.62450981140137,30630,0.0,1.511875,0.36572951078414917,0.00066031265,0.0025640156,0.0025640156
-2.547683,274.9,-727.3,11859.238,12,97,74.39894127845764,33752,0.0,1.5074058,0.42631709575653076,0.00075853575,0.001487098,0.001487098
-2.2167168,264.0,-615.5,11963.36,11,108,77.17588591575623,36586,0.0,1.4978029,0.4340054392814636,0.000768881,0.0028021464,0.0028021464
-1.844183,254.675,-488.1,12174.424,13,121,79.95829844474792,39771,0.0,1.4825182,0.45517903566360474,0.00072134443,0.0018729456,0.0018729456
-1.6709675,250.85,-435.45,12200.421,13,134,82.7403666973114,42969,0.0,1.4894391,0.4858493208885193,0.0006074042,0.002323538,0.002323538
-1.5657632,246.85,-401.2,12312.669,12,146,85.49923586845398,45976,0.0,1.4793911,0.5258484184741974,0.0007538263,0.0028290264,0.0028290264
-1.2569151,242.775,-310.55,12291.849,13,159,88.2880597114563,49039,0.0,1.4734553,0.5302194356918335,0.00085934467,0.0031410381,0.0031410381
-1.052728,242.25,-257.0,12255.805,13,172,91.04825735092163,52150,0.0,1.4702967,0.575867772102356,0.0005234836,0.002301684,0.002301684
-0.9394795,240.675,-220.1,12222.443,12,184,93.81607842445374,55117,0.0,1.4744614,0.6111692190170288,0.0009885014,0.0042547095,0.0042547095
-0.8164221,241.975,-188.95,12251.798,13,197,96.57471299171448,58227,0.0,1.4740602,0.6306101977825165,0.0007325173,0.0024453711,0.0024453711
-0.7594529,241.35,-176.45,12246.979,13,210,99.34128308296204,61317,0.0,1.4663359,0.6332842409610748,0.0009550603,0.0044527077,0.0044527077
-0.75291604,240.175,-174.1,12225.034,13,223,102.09910702705383,64456,0.0,1.455594,0.6688656210899353,0.0007658116,0.0029618458,0.0029618458
-0.7948514,239.025,-183.05,12262.272,12,235,104.8498969078064,67365,0.0,1.4498972,0.6703715920448303,0.0007607103,0.0027824242,0.0027824242
-0.64332,242.725,-152.95,12144.796,13,248,107.59896469116211,70541,0.0,1.4337225,0.6946389377117157,0.00079507614,0.0016821687,0.0016821687
-0.49768996,244.625,-119.25,12090.079,12,260,110.36846828460693,73532,0.0,1.4421387,0.7219339907169342,0.00074663246,0.0017843689,0.0017843689
-0.4578712,247.7,-114.15,12070.053,13,273,113.11940360069275,76789,0.0,1.4417129,0.730522632598877,0.0006079024,0.003219641,0.003219641
-0.29355603,252.05,-77.85,12084.326,12,285,115.8898856639862,79863,0.0,1.4460396,0.7667689621448517,0.00071808597,0.004910413,0.004910413
-0.23415807,252.3,-63.35,12176.844,12,297,118.67291855812073,82851,0.0,1.4292985,0.7520818710327148,0.00074211723,0.0019232662,0.0019232662
-0.15738805,250.3,-40.6,12150.635,12,309,121.43808031082153,85805,0.0,1.4172306,0.7372256219387054,0.00088572665,0.0020906564,0.0020906564
-0.027518338,247.6,-8.95,12091.233,13,322,124.21471858024597,89005,0.0,1.4088817,0.7438139617443085,0.00061301404,0.0014854562,0.0014854562
0.14026514,247.45,32.6,12000.107,12,334,126.97036457061768,91971,0.0,1.3950123,0.7622961699962616,0.0009525887,0.0031094358,0.0031094358
0.33493486,252.65,74.7,12034.197,12,346,149.29221606254578,95145,0.0,1.3945979,0.7893846184015274,0.00071210944,0.003133591,0.003133591
0.31331447,251.175,70.15,11956.647,13,359,152.03880333900452,98302,0.0,1.393133,0.731212317943573,0.00076001795,0.0021957532,0.0021957532
0.35358104,249.7,80.6,11838.205,12,371,154.7947714328766,101217,0.0,1.3953571,0.7210657298564911,0.0008841876,0.0018375491,0.0018375491
0.41207093,244.425,102.4,11824.449,13,384,157.55063557624817,104429,0.0,1.4070045,0.7310110032558441,0.000883451,0.003116246,0.003116246
0.3791648,244.175,95.4,11706.68,12,396,160.29291701316833,107369,0.0,1.4036793,0.751572772860527,0.00083291373,0.0028886918,0.0028886918
