# {"t_start": 1566265490.566009, "env_id": "SignalizedEco-v0"} 
r,l,t
-4063.489403,147,16.079815
-8603.997102,402,16.433336
-2020.721386,89,16.496336
-2038.912968,60,16.538337
-2029.623906,49,16.572336
-2017.782265,172,16.694331
-2008.767284,49,16.729331
-2026.196111,49,16.764336
-3047.978124,250,16.944403
-3572.352089,158,17.054404
-2017.951766,98,17.122406
-6360.319444,147,17.225406
-4553.240041,148,17.328408
-2032.979479,176,17.451402
-2031.581236,60,17.493407
-2041.427904,155,17.601405
-3794.734979,193,17.735925
-2275.61037,160,17.84993
-4288.580587,181,17.981925
-5583.819881,192,18.11793
-2811.462357,150,18.224928
-2249.325157,177,18.352456
-2526.562478,152,18.459453
-2013.542835,61,18.502458
-2814.012508,144,18.606453
-3504.341564,260,18.797457
-2006.1609,338,19.042988
-2033.321411,46,22.056114
-2005.514267,52,22.096116
-2793.932278,139,22.204111
-2069.336511,85,22.270115
-2023.072569,90,22.33811
-2003.360913,42,22.368112
-9276.773104,893,23.006115
-2031.334449,53,23.044154
-2027.196796,49,23.07816
-3537.756782,252,23.256158
-3216.362737,153,23.370155
-2551.625191,148,23.475229
-1999.382369,269,23.663228
-2537.804486,165,23.779228
-2036.052586,57,23.820229
-2047.176999,60,23.863229
-2727.599467,199,24.002291
-2787.37272,172,24.124295
-2018.410542,87,24.185292
-2263.644811,172,24.305292
-2551.858053,184,24.441288
-2988.137905,274,24.633291
-2033.278653,51,24.669287
-2277.024254,150,24.774287
-1982.892395,147,24.879287
-2813.148457,159,27.259016
-2294.276861,185,27.389017
-4010.878053,152,27.496014
-2772.013133,176,27.623014
-2022.209606,164,27.739017
-3076.503168,153,27.847536
-3781.108281,177,27.97354
-2035.879819,86,28.03454
-2021.579114,162,28.147537
-3338.586326,262,28.329541
-2022.370886,45,28.36154
-2046.976508,46,28.39354
-2542.667854,155,28.502538
-2052.125856,158,28.613566
-2789.09294,152,28.723566
-2013.234983,177,28.849579
-3545.191272,146,28.955097
-2570.723391,138,29.052102
-2476.207408,479,29.3901
-2005.900035,57,29.431099
-2040.580948,61,29.474096
-4043.541,163,29.588095
-1987.16414,146,29.691101
-2782.788819,168,29.811101
-2056.551932,161,29.925627
-2037.964239,43,29.955631
-2545.197279,158,30.066627
-2033.388078,174,32.417228
-1981.228213,145,32.519228
-2073.3255,152,32.626292
-3046.44886,159,32.737291
-2024.812095,57,32.777292
-2494.504482,301,32.991355
-2031.836491,52,33.030358
-4564.334625,145,33.137355
-2046.448894,91,33.205352
-2027.690684,85,33.268352
-2312.122815,169,33.386355
-3558.400282,159,33.497359
-5275.561057,171,33.617356
-2579.415614,269,33.808414
-2777.942842,166,33.926419
-2036.18216,58,33.967472
-2055.472159,49,34.001465
-2040.007267,168,34.121467
-3527.860463,151,34.228469
-2285.192376,166,34.344468
-2031.562925,170,34.464469
-2539.722549,266,34.651469
-2808.742896,186,34.783469
-1986.822396,279,34.983514
-2262.82214,98,35.052519
-4797.475322,174,35.175519
-2026.211525,270,37.621092
-3318.797158,95,37.688092
-2051.870279,61,37.730606
-2333.767451,82,37.789127
-5291.691807,256,37.971132
-2008.888735,60,38.013132
-2019.436491,51,38.049664
-2013.353915,95,38.11666
-2752.679824,275,38.309664
-4299.487656,145,38.412664
-2016.442641,55,38.453662
-2760.70042,279,38.649664
-2536.327182,174,38.772192
-1995.993958,143,38.872192
-2043.331333,153,38.980194
-2011.841677,176,39.104192
-2788.337375,133,39.197194
-2034.247977,280,39.392724
-3258.14481,292,39.601723
-3256.100387,158,39.712724
-4003.867068,155,39.820724
-2021.840145,87,39.883726
-2277.355325,179,40.011725
-2042.623077,98,40.083725
-2035.382919,57,40.125726
-2256.27303,172,40.247725
-2039.426376,282,42.76334
-2281.672068,283,42.967868
-2006.965403,89,43.031868
-2023.600405,149,43.137867
-4049.174318,193,43.278871
-2505.82684,180,43.411866
-7325.753749,278,43.608394
-3270.7131,157,43.718395
-2518.326552,98,43.787392
-3514.510294,261,43.978395
-2266.237607,267,44.166446
-2010.907236,57,44.206446
-3542.140569,167,44.323446
-1993.793879,85,44.383445
-2016.77555,274,44.575445
-2004.577372,89,44.639445
-2012.15495,95,44.706445
-2003.945803,261,44.888503
-3528.130234,154,45.001502
-2760.653421,260,45.184503
-3045.177457,153,45.292502
-3552.941119,159,45.404501
-2555.484616,149,45.508501
-2009.701614,252,47.894077
-2285.359814,292,48.103077
-2003.959788,59,48.145079
-2767.674371,170,48.268077
-3012.996305,159,48.380077
-4016.829628,262,48.570077
-2044.98541,173,48.694079
-6075.423041,265,48.885079
-2008.578364,58,48.928077
-1998.035225,58,48.969603
-2021.762689,55,49.008603
-2026.816069,265,49.200605
-2046.092551,151,49.316605
-2043.979013,58,49.359604
-2009.465006,96,49.428604
-2006.79021,162,49.543605
-2751.780492,276,49.740604
-4785.676974,155,49.852605
-2772.749631,169,49.974604
-1997.05558,91,50.039668
-2022.210542,58,50.080667
-2250.912388,167,50.199667
-1993.137755,152,50.311199
-2254.74943,175,50.441199
-3507.087452,282,50.644195
-1967.040038,180,50.785194
-3734.03955,258,53.435285
-3031.648087,149,53.540283
-1995.674539,88,53.604285
-2015.28553,182,53.732281
-2798.110689,132,53.826284
-5039.860404,169,53.950284
-3033.523754,154,54.061815
-2038.416568,94,54.129809
-3036.401073,168,54.25081
-3790.976965,132,54.343811
-2025.376975,162,54.458331
-1990.297636,264,54.644331
-2508.143114,255,54.825331
-2550.643114,266,55.013331
-4300.151985,131,55.106334
-4038.329123,173,55.230334
-2033.201824,156,55.339333
-3818.139286,150,55.445333
-1998.500744,58,55.486333
-2055.148257,161,55.598333
-2288.979862,180,55.728332
-3552.126922,165,55.846862
-2036.955203,156,55.959863
-3272.777086,182,56.08892
-3488.986811,284,58.597494
