ERewMean,EpLenMean,EpRewE,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-21.470285,189.23809523809524,-243.65614633903485,-3362.7046,-3119.048,21,21,29.349565744400024,3974,0.0,1.4194537,3.814697265625e-06,0.00037259958,0.0013850711,0.0013850711
-21.519154,189.075,-231.7127460714301,-3333.9558,-3129.9658,22,43,35.6039502620697,8053,0.0,1.4351637,-3.5762786865234375e-07,0.00040282746,0.0019716716,0.0019716716
-21.78118,174.75,-218.6299433964441,-3181.438,-3083.6057,25,68,42.04821968078613,12175,0.0,1.4331058,0.0,0.0003571852,0.0018737523,0.0018737523
-22.137394,137.975,-197.78894796629456,-2587.8647,-2557.7178,31,99,48.21241021156311,16382,0.0,1.4264933,0.0,0.00042821554,0.0028897948,0.0028897948
-22.778263,136.4,-185.09369076754848,-2618.351,-2393.0693,29,128,54.50738859176636,20366,0.0,1.4329661,-1.1920928955078125e-07,0.00044450082,0.0020831996,0.0020831996
-21.890684,147.2,-205.40925648097658,-2663.5444,-2375.0408,26,154,60.761242628097534,24506,0.0,1.423585,1.1920928955078125e-07,0.00047625514,0.0023312366,0.0023312366
-19.672474,147.9,-201.43803354502,-2412.0652,-2177.8457,27,181,66.64096331596375,28630,0.0,1.4168539,0.0,0.00040271535,0.001611121,0.001611121
-16.451555,171.475,-202.80068625203282,-2461.1177,-2218.2136,22,203,72.54303574562073,32613,0.0,1.4194959,0.0,0.0003984394,0.0023466921,0.0023466921
-15.889877,189.775,-223.93953180891108,-2542.4473,-2258.0042,20,223,78.40101909637451,36661,0.0,1.424299,0.0,0.0003026596,0.0020042013,0.0020042013
-15.277005,191.575,-234.3496644032056,-2469.6265,-2251.407,22,245,84.33529925346375,40705,0.0,1.4181572,-0.016039371490478516,0.00027140495,0.0015355598,0.0015355598
-15.7017765,186.8,-228.26296985094643,-2517.417,-2256.934,23,268,90.23887038230896,44947,0.0,1.4106486,1.1920928955078125e-07,0.0004139064,0.0017709058,0.0017709058
-16.384892,180.3,-232.95490766300955,-2401.4358,-2220.32,22,290,96.230229139328,48947,0.0,1.4095021,5.960464477539063e-08,0.00029024336,0.0018959509,0.0018959509
-13.405162,196.45,-224.63246970059438,-2210.365,-2085.795,20,310,102.1840307712555,53124,0.0,1.4176639,-1.1920928955078125e-07,0.00020155786,0.0012108086,0.0012108086
-12.572695,196.425,-239.714038122987,-2292.851,-2031.1139,21,331,108.11052393913269,57074,0.0,1.4105784,0.16044557094573975,0.00046765927,0.0020989634,0.0020989634
-11.805479,202.95,-242.62016296144628,-2255.199,-1987.4586,20,351,114.07596349716187,61399,0.0,1.403874,0.39096999168395996,0.0005031848,0.0020503846,0.0020503846
-10.8105955,220.475,-262.8323110008432,-2150.5454,-1924.3142,17,368,119.9307873249054,65299,0.0,1.4063668,0.4767223000526428,0.0003762011,0.0028654565,0.0028654565
-10.785092,239.775,-274.11754167317724,-2339.1406,-2007.7817,18,386,126.19921040534973,69632,0.0,1.4021661,0.42044681310653687,0.000472598,0.002890002,0.002890002
-12.442417,229.275,-273.1468074331831,-2368.2617,-2056.5437,17,403,132.0966682434082,73580,0.0,1.4048897,0.6137965619564056,0.00040619713,0.0031682618,0.0031682618
-10.898874,255.475,-287.62058056104985,-2318.7437,-2087.9524,13,416,137.90210890769958,77469,0.0,1.4010444,0.7328650653362274,0.0004912402,0.0038090562,0.0038090562
-10.114052,270.425,-307.3224726441162,-2216.7769,-1930.6023,16,432,143.72477006912231,81836,0.0,1.3973347,0.7657817155122757,0.00047471497,0.004107857,0.004107857
-8.469584,303.625,-340.80704505478207,-2213.5652,-1853.82,12,444,149.49159598350525,85991,0.0,1.3962348,0.664412260055542,0.0004010299,0.0037609972,0.0037609972
-8.1261425,326.0,-373.7520049990129,-2144.4934,-1823.2869,10,454,155.4271206855774,89922,0.0,1.3937389,0.5644193887710571,0.00040257582,0.00270937,0.00270937
-7.2845335,364.625,-403.2259969168447,-2249.4263,-1829.7671,9,463,161.19616532325745,93906,0.0,1.3914809,0.4939647316932678,0.00037744746,0.0027364087,0.0027364087
-6.6559677,410.325,-446.4861952238017,-2352.2864,-1860.5492,8,471,167.0427703857422,97872,0.0,1.3909965,0.5063585340976715,0.00037207484,0.0032395644,0.0032395644
-6.0522757,440.625,-494.42833590357566,-2333.5378,-1823.2064,9,480,172.8406400680542,102358,0.0,1.3840957,0.6892112791538239,0.00039104733,0.0043183966,0.0043183966
-5.89134,457.1,-523.68765159327,-2360.1975,-1799.7041,8,488,178.65838432312012,106415,0.0,1.3826908,0.7069052457809448,0.00035631977,0.0030343283,0.0030343283
-5.6256285,487.275,-554.6593869909162,-2332.508,-1753.332,8,496,184.52112913131714,110394,0.0,1.379399,0.38654518127441406,0.00043204805,0.0025210604,0.0025210604
-5.065772,525.975,-588.5981111483184,-2310.6714,-1747.1199,6,502,190.32494568824768,114264,0.0,1.3780296,0.7806444317102432,0.00032745802,0.0022106024,0.0022106024
-4.9197564,540.7,-642.3151707473427,-2292.928,-1730.3403,6,508,196.10416841506958,118403,0.0,1.3689572,0.7704951763153076,0.00040376213,0.0030283458,0.0030283458
-4.6597185,568.0,-673.377916101231,-2298.1653,-1673.1488,6,514,201.8928577899933,122551,0.0,1.3627489,0.7246947884559631,0.00034642091,0.0025591196,0.0025591196
