ERewMean,EpLenMean,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-25.026054,609.0,-16745.0,-4782.8286,5,5,28.645097255706787,3045,0.0,1.4363006,5.4776668548583984e-05,0.0008784262,0.0045295595,0.0045295595
-20.117529,517.8181818181819,-11384.546,276.1361,6,11,31.568071365356445,5696,0.0,1.4573979,0.005758762359619141,0.00086162746,0.003771564,0.003771564
-19.555655,528.2352941176471,-11288.235,610.7963,6,17,34.459614992141724,8980,0.0,1.4696876,0.015486478805541992,0.0008139133,0.0039349813,0.0039349813
-18.3352,459.34615384615387,-9306.346,2676.9,9,26,37.39612579345703,11943,0.0,1.4885656,0.032139360904693604,0.0008383845,0.0039067543,0.0039067543
-16.916588,446.3529411764706,-8312.647,3751.2773,8,34,40.31430387496948,15176,0.0,1.4927162,0.05434131622314453,0.00084151985,0.0046756235,0.0046756235
-14.432838,411.075,-6349.125,4907.577,9,43,43.23417139053345,18285,0.0,1.5038792,0.0951271653175354,0.0006792724,0.0026627937,0.0026627937
-11.931391,355.975,-4523.625,6610.6113,10,53,46.1554753780365,21259,0.0,1.5054537,0.15909737348556519,0.0006489146,0.0017338223,0.0017338223
-10.069519,329.3,-3440.25,8414.307,11,64,49.12986087799072,24482,0.0,1.510681,0.16960668563842773,0.00040480695,0.0027827804,0.0027827804
-8.716364,305.65,-2728.25,9304.638,10,74,52.119935274124146,27402,0.0,1.516852,0.293140172958374,0.00085972244,0.0028118158,0.0028118158
-8.262299,300.3,-2539.0,9860.919,10,84,55.02538323402405,30572,0.0,1.5197195,0.3200032711029053,0.000723244,0.0024513963,0.0024513963
-7.6818647,295.0,-2312.5,10156.117,10,94,57.97349143028259,33416,0.0,1.5074072,0.3672338128089905,0.00077216676,0.002967567,0.002967567
-6.923091,286.275,-2012.625,10429.725,13,107,60.88038921356201,36844,0.0,1.507929,0.33651596307754517,0.0007103646,0.0027542238,0.0027542238
-7.2620964,278.825,-2062.875,10741.043,11,118,63.75572419166565,39787,0.0,1.5266131,0.35613489151000977,0.00082286913,0.002506442,0.002506442
-7.7450027,269.5,-2116.25,10676.969,11,129,66.66102123260498,42813,0.0,1.511875,0.3962146043777466,0.0009152508,0.0035695508,0.0035695508
-8.076181,259.525,-2097.625,10751.429,13,142,69.58235383033752,46052,0.0,1.5058609,0.4151117205619812,0.0007585531,0.0024112698,0.0024112698
-7.915709,258.475,-2036.125,10756.449,12,154,72.48605799674988,49077,0.0,1.502801,0.438434898853302,0.00084544765,0.00291566,0.00291566
-7.446971,253.225,-1884.875,10900.143,12,166,75.3835175037384,52057,0.0,1.5062851,0.4567177891731262,0.00063176634,0.00287589,0.00287589
-6.6287603,245.925,-1629.625,11236.906,13,179,78.34370541572571,55134,0.0,1.4858748,0.5201106071472168,0.00081799814,0.0026614934,0.0026614934
-6.244231,247.6,-1544.25,11401.771,12,191,81.32436013221741,58165,0.0,1.4806309,0.5601987540721893,0.0008366409,0.0025923732,0.0025923732
-5.928008,241.425,-1419.625,11539.219,13,204,84.3036892414093,61235,0.0,1.4782494,0.5577215254306793,0.00068815827,0.002807008,0.002807008
-5.9275413,244.475,-1441.125,11610.249,13,217,87.2640438079834,64446,0.0,1.4746026,0.6142352223396301,0.00039233326,0.0010987964,0.0010987964
-6.0083947,248.65,-1493.25,11490.6875,12,229,90.35039472579956,67570,0.0,1.4627963,0.6360994279384613,0.0008494474,0.0021032353,0.0021032353
-5.5286627,250.425,-1389.625,11441.595,12,241,93.38201069831848,70530,0.0,1.4655986,0.642148345708847,0.0004599929,0.0016105034,0.0016105034
-5.1814137,250.45,-1302.25,11468.358,12,253,96.42397570610046,73504,0.0,1.4606948,0.6629905998706818,0.00079389825,0.0025364056,0.0025364056
-5.300331,247.725,-1313.625,11430.192,13,266,99.40393829345703,76702,0.0,1.4563861,0.6717157959938049,0.0007906231,0.0043720566,0.0043720566
