ERewMean,EpLenMean,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-17.018244,429.0,-7515.0,4336.1396,6,6,24.91900396347046,2574,0.0,1.4402081,8.481740951538086e-05,0.000862861,0.00317977,0.00317977
-18.004189,471.38461538461536,-8756.154,3313.6277,7,13,27.97347664833069,6128,0.0,1.458803,0.024976491928100586,0.0008608215,0.003970886,0.003970886
-16.995865,424.85714285714283,-7455.7144,4659.8906,8,21,30.981974124908447,8922,0.0,1.4807744,0.016708672046661377,0.0008700388,0.003806946,0.003806946
-16.38339,401.3333333333333,-6933.3335,5330.7534,9,30,33.99486184120178,12040,0.0,1.4943795,0.11989670991897583,0.0005714241,0.0020416908,0.0020416908
-15.91964,400.5,-6802.3687,5580.574,8,38,37.036420822143555,15219,0.0,1.5134534,0.05125439167022705,0.0008354561,0.0033840714,0.0033840714
-15.086886,373.65,-5924.0,6050.837,9,47,39.957995653152466,18212,0.0,1.5307603,0.12116903066635132,0.0007952834,0.00311738,0.00311738
-14.937813,346.825,-5528.25,6959.962,10,57,42.86617565155029,21339,0.0,1.5389405,0.10985440015792847,0.00068413484,0.003632787,0.003632787
-13.378329,317.7,-4550.75,8191.6006,12,69,45.78790640830994,24540,0.0,1.5430974,0.27319765090942383,0.0004908096,0.0018096477,0.0018096477
-13.172915,296.4,-4056.5,8879.337,10,79,48.78580570220947,27424,0.0,1.5562549,0.1944037675857544,0.0007927607,0.0033161498,0.0033161498
-11.656497,283.25,-3478.75,9337.325,11,90,51.73516011238098,30663,0.0,1.5640274,0.2010757327079773,0.00082631985,0.0057556815,0.0057556815
-11.580759,272.8,-3336.75,10271.084,12,102,54.66801881790161,33604,0.0,1.5514878,0.3257770538330078,0.00068563706,0.0024639184,0.0024639184
-11.776613,270.9,-3355.25,10233.234,12,114,57.808037519454956,36839,0.0,1.54331,0.3245251774787903,0.00069186604,0.0023385237,0.0023385237
-11.125066,254.95,-2850.75,10351.07,12,126,60.78094744682312,39813,0.0,1.5414776,0.39966583251953125,0.00082608283,0.0033151414,0.0033151414
-10.727765,252.425,-2731.75,10859.808,13,139,63.79687428474426,42984,0.0,1.5384884,0.42254769802093506,0.00074512704,0.0024373676,0.0024373676
-10.507572,240.95,-2542.0,10739.04,13,152,66.83860945701599,46018,0.0,1.5349382,0.46236586570739746,0.0008514365,0.0036377197,0.0036377197
-9.968968,236.125,-2362.5,11027.496,13,165,69.78527474403381,49046,0.0,1.5406442,0.48329341411590576,0.00075674366,0.0017737217,0.0017737217
-9.693102,230.2,-2224.5,11188.465,14,179,72.72575235366821,52192,0.0,1.5149318,0.5085674226284027,0.00089917355,0.0024084111,0.0024084111
-9.483103,223.175,-2105.5,11140.388,14,193,75.66155195236206,55176,0.0,1.5107831,0.5431058704853058,0.00083382544,0.0029578756,0.0029578756
-9.513191,222.675,-2108.0,11207.27,13,206,78.64118933677673,58163,0.0,1.5030788,0.5479900240898132,0.0007264416,0.004084229,0.004084229
-9.362192,221.025,-2057.75,11130.544,15,221,81.58844184875488,61426,0.0,1.4982367,0.573104977607727,0.0007607673,0.004434928,0.004434928
-9.322662,223.675,-2076.75,10933.807,13,234,84.60322260856628,64340,0.0,1.5008763,0.584331750869751,0.00074979546,0.0015884541,0.0015884541
-9.306578,219.35,-2029.75,10932.42,14,248,87.60045647621155,67387,0.0,1.4934745,0.607194721698761,0.0006516082,0.0019708883,0.0019708883
-9.493551,218.775,-2069.0,10858.894,15,263,90.57932496070862,70626,0.0,1.486227,0.6140921115875244,0.00063889456,0.0018251667,0.0018251667
-9.462311,216.25,-2036.25,10873.483,14,277,93.74956703186035,73677,0.0,1.4679903,0.6355006396770477,0.00073180295,0.0031896147,0.0031896147
-9.713188,217.875,-2101.25,10868.264,14,291,96.85356903076172,76690,0.0,1.4482155,0.6282310783863068,0.0007705518,0.0026501399,0.0026501399
-9.851417,215.05,-2103.0,10759.521,15,306,99.86660528182983,79865,0.0,1.4323958,0.6548434793949127,0.00080085313,0.0023422295,0.0023422295
-10.063688,221.4,-2219.0,10534.432,13,319,102.89125418663025,82918,0.0,1.4368569,0.6379202008247375,0.0006614388,0.0027300522,0.0027300522
-9.858251,222.225,-2186.0,10426.067,14,333,105.81382894515991,86002,0.0,1.4148344,0.6803812086582184,0.0008727989,0.0027259903,0.0027259903
-9.880278,223.375,-2201.25,10347.48,14,347,108.78874564170837,89068,0.0,1.4021286,0.6934469938278198,0.00087315077,0.0025818588,0.0025818588
-9.931451,215.375,-2128.75,10422.474,14,361,111.74554061889648,92002,0.0,1.4060941,0.713990181684494,0.00073352753,0.002866077,0.002866077
-10.181145,212.325,-2158.25,10526.26,15,376,128.2201156616211,95179,0.0,1.4052066,0.7295492887496948,0.0007437922,0.0031919058,0.0031919058
-10.015017,213.175,-2125.5,10452.093,14,390,131.3751745223999,98250,0.0,1.4027638,0.7323487997055054,0.0010760089,0.0032735465,0.0032735465
-9.588031,216.675,-2070.5,10376.561,13,403,134.30795431137085,101214,0.0,1.3828417,0.7351722419261932,0.0007318447,0.0019532759,0.0019532759
-9.615744,220.475,-2116.0,10067.5625,14,417,137.1978940963745,104265,0.0,1.3772656,0.7433732450008392,0.00071909575,0.0023480735,0.0023480735
-9.757724,223.475,-2179.75,9882.122,14,431,140.11964869499207,107405,0.0,1.3634642,0.751063272356987,0.00077385333,0.0017238725,0.0017238725
-9.958006,220.15,-2187.75,9808.936,14,445,143.0016942024231,110475,0.0,1.3442402,0.7662946283817291,0.0009254135,0.0025258579,0.0025258579
-9.596724,219.875,-2102.5,9865.662,14,459,145.89207911491394,113495,0.0,1.3513108,0.7725307941436768,0.0009172464,0.0031954779,0.0031954779
-9.772133,215.625,-2093.75,9995.135,15,474,148.7837257385254,116648,0.0,1.3385559,0.7849262803792953,0.0009664229,0.002706418,0.002706418
-9.886049,209.9,-2062.75,10113.07,15,489,151.70114541053772,119719,0.0,1.3242432,0.7931691259145737,0.00072400254,0.0017768779,0.0017768779
-9.808441,208.3,-2035.5,10089.56,14,503,154.60223174095154,122680,0.0,1.3011457,0.8071426451206207,0.00089005235,0.0019480857,0.0019480857
-9.831697,208.95,-2045.75,10014.365,15,518,157.47234344482422,125825,0.0,1.2870183,0.8092259913682938,0.00097263977,0.0030272563,0.0030272563
-9.573526,207.7,-1984.5,9852.566,15,533,160.38983607292175,128893,0.0,1.2802202,0.8157084882259369,0.00075402367,0.0015908476,0.0015908476
-9.737028,205.65,-1997.75,9790.71,15,548,163.26237082481384,131988,0.0,1.2707149,0.8199238181114197,0.00085067126,0.0030852172,0.0030852172
-9.767942,204.225,-1991.0,9787.053,15,563,166.14999866485596,135047,0.0,1.2436845,0.8225620090961456,0.00089354004,0.003271932,0.003271932
-9.978266,205.95,-2049.5,9690.065,15,578,169.0366611480713,138164,0.0,1.2409052,0.8252506256103516,0.0006634914,0.002920013,0.002920013
-9.718608,207.675,-2010.5,9614.303,14,592,171.98065328598022,141148,0.0,1.2460028,0.8368201702833176,0.00077565276,0.0021852518,0.0021852518
-9.585124,209.4,-1997.75,9564.74,15,607,174.96615529060364,144271,0.0,1.2397445,0.8438072502613068,0.0006608963,0.0027405566,0.0027405566
-9.299862,210.2,-1945.75,9559.244,15,622,177.91355919837952,147417,0.0,1.2406859,0.8529836386442184,0.00075229787,0.0024024604,0.0024024604
-9.371431,207.875,-1937.5,9568.212,15,637,180.9457516670227,150485,0.0,1.228188,0.8641190677881241,0.0007329099,0.002208418,0.002208418
-9.64253,203.075,-1949.5,9499.6045,15,652,183.9412431716919,153466,0.0,1.2075807,0.8651949912309647,0.0008379643,0.0022640654,0.0022640654
-9.958728,197.175,-1961.75,9462.079,16,668,186.96805429458618,156628,0.0,1.1933068,0.8674246370792389,0.00056543545,0.0027588361,0.0027588361
-10.136854,199.125,-2015.0,9398.769,15,683,190.00381088256836,159652,0.0,1.1871258,0.8657213300466537,0.0010468046,0.0046753264,0.0046753264
-10.066199,197.1,-1983.5,9358.449,16,699,193.24715614318848,162717,0.0,1.18023,0.8717585653066635,0.00083260046,0.002816974,0.002816974
-9.8654785,195.575,-1927.0,9336.294,15,714,196.35735845565796,165713,0.0,1.1754134,0.88310107588768,0.00048759815,0.0017404351,0.0017404351
-9.612268,198.35,-1902.25,9273.339,16,730,199.34677147865295,168931,0.0,1.1687841,0.8892917335033417,0.0010295364,0.0015058595,0.0015058595
-9.645549,198.175,-1908.0,9401.598,15,745,202.4837827682495,171835,0.0,1.1646402,0.8937110751867294,0.000952228,0.002331408,0.002331408
-9.725594,194.325,-1888.25,9340.263,17,762,205.44649863243103,175086,0.0,1.1533504,0.8958724588155746,0.00076344755,0.002321813,0.002321813
-9.636411,191.5,-1845.0,9401.973,16,778,208.3754632472992,178151,0.0,1.1446534,0.8988329991698265,0.0010661131,0.0033257396,0.0033257396
-9.639397,189.45,-1828.25,9426.651,16,794,211.39136338233948,181092,0.0,1.1446006,0.9110695794224739,0.0008457275,0.0031268233,0.0031268233
-9.310156,181.9,-1700.25,9557.263,18,812,214.41301250457764,184306,0.0,1.1336969,0.9231094196438789,0.00095501356,0.003202588,0.003202588
-9.343079,178.05,-1669.25,9681.98,17,829,229.8443043231964,187276,0.0,1.1371154,0.9371252208948135,0.00090256805,0.0026751906,0.0026751906
