obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,1.0,0.21657134112561602,-1.2418043613433838,1.47829270362854,-0.9985836148262024,2.954904812213499e-05,-1.0605096817016602,1.2488881349563599,-0.9567881226539612,0.010865413583815098,-0.7429039478302002,-0.8375222086906433,0.24463672935962677,568.0,2.0,-217.60336303710938,-217.60336303710938,19.80200958251953,19.80200958251953,3.92765212059021,2.0,1,2000,509.2100671327936,0.9357801079750061,34.485694885253906,0.022026844322681427
0.0,1.0,0.24894317195018423,-1.98683762550354,1.617455005645752,-0.9992717504501343,1.3875986041966826e-05,-1.871690273284912,1.2474884986877441,-0.999485969543457,0.00030313353636302054,-0.9917172193527222,-0.6624364852905273,0.43928954005241394,646.4,5.0,-221.7047882080078,-221.7047882080078,34.12999725341797,34.12999725341797,7.611249923706055,5.0,2,4000,525.5378604165356,1.8591609001159668,10.898170471191406,0.05648111552000046
0.0,1.0,0.2695697830665812,-3.267529010772705,1.8828003406524658,-0.9994635581970215,1.0341714187234174e-05,-3.064777374267578,1.2402743101119995,-0.999677300453186,0.00013309447967913002,-1.3988473415374756,-0.613601803779602,0.462671160697937,747.7142857142857,7.0,-214.09852600097656,-214.09852600097656,31.271360397338867,31.271360397338867,11.319425821304321,7.0,3,6000,530.0622217698873,2.6862521171569824,23.601879119873047,0.00038133710040710866
0.0,1.0,0.28051539723391455,-3.924455404281616,1.173173189163208,-0.9995795488357544,8.149276254698634e-06,-3.793463945388794,0.9926716685295105,-0.9708831906318665,0.005379203706979752,-1.8752175569534302,-0.7024819254875183,0.4293780028820038,804.0,9.0,-210.39161682128906,-210.39161682128906,28.437358856201172,28.437358856201172,15.19939136505127,9.0,4,8000,526.3368649349213,4.034243106842041,28.871702194213867,0.9402717351913452
0.0,1.0,0.2977727467176443,-5.1794843673706055,1.5004332065582275,-0.9996841549873352,6.019193278916646e-06,-5.0049824714660645,1.1524931192398071,-0.9987959861755371,0.0021027654875069857,-2.379345655441284,-0.7427190542221069,0.4322902262210846,777.5833333333334,12.0,-214.2480010986328,-214.2480010986328,32.45082473754883,32.45082473754883,18.97961187362671,12.0,5,10000,526.8811641978617,4.943297386169434,18.523317337036133,0.0003144863876514137
0.0,1.0,0.32244521553649297,-6.195649147033691,1.0983009338378906,-0.9997515082359314,4.608875315170735e-06,-6.138592720031738,1.0224276781082153,-0.8583704829216003,0.05454954504966736,-2.9118947982788086,-0.7771192789077759,0.40322789549827576,809.5,14.0,-211.93655395507812,-211.93655395507812,30.572589874267578,30.572589874267578,22.714751482009888,14.0,6,12000,528.291053921678,6.187121391296387,7.886178493499756,0.022992365062236786
0.0,1.0,0.34228209375686997,-7.419105052947998,1.9437832832336426,-0.9998465776443481,2.7412061172071844e-06,-7.237294673919678,1.4396967887878418,-0.9959472417831421,0.0016332921804860234,-3.45116925239563,-0.7784003615379333,0.41499432921409607,755.2222222222222,18.0,-205.62168884277344,-205.62168884277344,47.818634033203125,47.818634033203125,26.60828995704651,18.0,7,14000,526.1518129349935,7.167414665222168,25.80658721923828,0.030876848846673965
0.0,1.0,0.3355377842925889,-8.648233413696289,1.6535485982894897,-0.9999070763587952,1.6229444099735701e-06,-8.448711395263672,1.1732921600341797,-0.5105937719345093,0.17447718977928162,-3.9600412845611572,-0.7933428883552551,0.3975827395915985,779.8,20.0,-204.8241424560547,-204.8241424560547,45.42780685424805,45.42780685424805,30.82253384590149,20.0,8,16000,519.1007358445172,7.927719593048096,42.35329055786133,1.0134021043777466
0.0,1.0,0.34916196384138304,-8.862237930297852,1.0546268224716187,-0.9999203681945801,1.2148102541686967e-06,-8.740961074829102,0.8593384027481079,-0.5590170621871948,0.12868887186050415,-4.441340923309326,-0.7727522253990173,0.4120386242866516,769.4782608695652,23.0,-207.2935028076172,-207.2935028076172,45.00798797607422,45.00798797607422,34.55629301071167,23.0,9,18000,520.8892051708326,8.745652198791504,14.694859504699707,1.0822967290878296
0.0,1.0,0.32244521553649297,-10.001047134399414,0.9569326043128967,-0.9999006986618042,0.0003179462510161102,-9.887813568115234,0.7595688700675964,-0.9990882873535156,0.0014170489739626646,-4.9187092781066895,-0.7630431652069092,0.41418132185935974,782.44,25.0,-198.08079528808594,-198.08079528808594,61.135066986083984,61.135066986083984,38.40984392166138,25.0,10,20000,520.6998508192564,9.511587142944336,21.74237632751465,0.4693954885005951
0.0,1.0,0.2977727467176443,-9.97785472869873,1.0030529499053955,-0.9260720014572144,0.3574317991733551,-9.8861083984375,1.0327914953231812,-0.9997158050537109,0.0012277201749384403,-5.3456010818481445,-0.7690564393997192,0.4240953326225281,750.2758620689655,29.0,-203.04598999023438,-203.04598999023438,59.85588073730469,59.85588073730469,42.28555703163147,29.0,11,22000,520.2722050827668,9.89107894897461,2.9134225845336914,0.15286201238632202
0.0,1.0,0.2695697830665812,-10.68912124633789,1.143863320350647,-0.9374445676803589,0.34797054529190063,-10.552127838134766,1.14766263961792,-0.9208731651306152,0.34088587760925293,-5.761292934417725,-0.7854043245315552,0.4146695137023926,766.4516129032259,31.0,-202.71646118164062,-202.71646118164062,57.9064826965332,57.9064826965332,46.0162410736084,31.0,12,24000,521.5549866754474,10.503927230834961,2.740983486175537,0.3847106099128723
0.0,1.0,0.25394692970638294,-11.329523086547852,1.4855611324310303,-0.9374889731407166,0.3479829728603363,-11.145525932312012,1.260614275932312,-0.8972460627555847,0.4011196196079254,-6.157944679260254,-0.7962606549263,0.41101473569869995,780.6666666666666,33.0,-205.72366333007812,-205.72366333007812,59.28224563598633,59.28224563598633,49.85163974761963,33.0,13,26000,521.5475384887711,11.226512908935547,29.183738708496094,1.7859218120574951
0.0,1.0,0.239229495137333,-11.607791900634766,0.9120597243309021,-0.9405744671821594,0.33131277561187744,-11.512632369995117,0.8200151324272156,-0.9992970824241638,0.004943649284541607,-6.520212173461914,-0.8023228049278259,0.4119666814804077,773.8333333333334,36.0,-219.45880126953125,-219.45880126953125,78.54443359375,78.54443359375,53.591044425964355,36.0,14,28000,522.4753557225741,11.537650108337402,13.426080703735352,0.009293151088058949
0.0,1.0,0.25905126299348125,-12.571788787841797,1.0297185182571411,-0.9687432050704956,0.23657391965389252,-12.443367004394531,0.6981104016304016,-0.8970749378204346,0.42666223645210266,-6.8817009925842285,-0.8116965889930725,0.4077642858028412,785.7894736842105,38.0,-218.12098693847656,-218.12098693847656,76.66033172607422,76.66033172607422,57.40469813346863,38.0,15,30000,522.6053088938572,12.340365409851074,36.59930419921875,0.23048266768455505
0.0,1.0,0.25394692970638294,-13.241781234741211,0.9593588709831238,-0.9998922348022461,0.0008533953805454075,-13.149612426757812,0.7240871787071228,-0.9999078512191772,0.0006789052858948708,-7.231592178344727,-0.8118680715560913,0.41942015290260315,757.219512195122,41.0,-228.42874145507812,-228.42874145507812,84.7715072631836,84.7715072631836,61.3413872718811,41.0,16,32000,521.6706276655859,12.944881439208984,28.820087432861328,0.257838636636734
0.0,1.0,0.2695697830665812,-13.271835327148438,1.0876976251602173,-1.0,0.0,-13.109702110290527,0.5978529453277588,-0.9358301758766174,0.328752726316452,-7.575228214263916,-0.820713460445404,0.4128330647945404,768.5581395348837,43.0,-226.85569763183594,-226.85569763183594,83.0825424194336,83.0825424194336,65.03119015693665,43.0,17,34000,522.8260457474241,13.22730827331543,18.443893432617188,0.4189954400062561
0.0,1.0,0.2861537567183163,-13.773323059082031,0.965846061706543,-1.0,0.0,-13.660400390625,0.6354504227638245,-0.9999865293502808,7.287927292054519e-05,-7.898110389709473,-0.8299447894096375,0.40445342659950256,778.8888888888889,45.0,-225.3990020751953,-225.3990020751953,81.49597930908203,81.49597930908203,69.16375517845154,45.0,18,36000,520.5038376981598,13.715653419494629,38.40789031982422,0.24653111398220062
0.0,1.0,0.30986351430309494,-14.558366775512695,1.088940143585205,-1.0,0.0,-14.449291229248047,0.7367371916770935,-0.9999996423721313,1.0123471838596743e-06,-8.212002754211426,-0.8382204174995422,0.3958461582660675,788.3404255319149,47.0,-224.19960021972656,-224.19960021972656,79.94586944580078,79.94586944580078,73.33125877380371,47.0,19,38000,518.1964776741951,14.114612579345703,24.04470443725586,1.4156103134155273e-07
0.0,1.0,0.3289263643687765,-14.776147842407227,1.425793170928955,-1.0,0.0,-14.724735260009766,1.262145757675171,-0.8772083520889282,0.45681700110435486,-8.526232719421387,-0.8425179719924927,0.3923979103565216,797.0204081632653,49.0,-223.0425262451172,-223.0425262451172,78.49828338623047,78.49828338623047,77.39649939537048,49.0,20,40000,516.81924004941,14.637146949768066,23.943523406982422,0.24988293647766113
0.0,1.0,0.3355377842925889,-15.456424713134766,2.2150542736053467,-1.0,0.0,-15.37720775604248,1.9624888896942139,-0.9999618530273438,0.00010738740093074739,-8.821588516235352,-0.8487966656684875,0.3867105543613434,805.0196078431372,51.0,-224.78182983398438,-224.78182983398438,78.8539810180664,78.8539810180664,81.53799414634705,51.0,21,42000,515.0972922465695,15.117410659790039,22.296592712402344,0.6216278672218323
0.0,1.0,0.34228209375686997,-15.877728462219238,2.8818395137786865,-1.0,0.0,-15.772311210632324,2.5381922721862793,-0.8809630870819092,0.4469708800315857,-9.154752731323242,-0.8484148383140564,0.38933250308036804,800.9074074074074,54.0,-220.00439453125,-220.00439453125,87.7559814453125,87.7559814453125,85.39960384368896,54.0,22,44000,515.2248724775742,15.485377311706543,4.304093837738037,0.12133993953466415
