eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
140.25,-164.29608165,0.00035953521728515625,1645,8100,41.27294158935547,40500,2.7911217330256477e-05
139.07,-169.25537195,-1.430511474609375e-05,1646,8200,41.311492919921875,41000,16999.5625
139.25,-169.05906068000002,0.6105360686779022,1647,8300,41.35469055175781,41500,1.6612360923318192e-05
139.38,-167.46561445000003,0.04337090253829956,1647,8400,41.399662017822266,42000,5.60350417799782e-05
139.36,-167.29579393,0.7394537925720215,1648,8500,41.449012756347656,42500,3.0806266295257956e-05
139.71,-165.54547406,0.0085831880569458,1649,8600,41.487548828125,43000,3.681802627397701e-05
139.82,-164.03526804,0.4312400221824646,1649,8700,41.52958679199219,43500,1.2527600119938143e-05
139.67,-163.91144624,-1.5604877471923828,1650,8800,41.5611686706543,44000,9.411571227246895e-06
139.8,-163.75234262,0.0009739398956298828,1650,8900,41.59848403930664,44500,7.30403553461656e-05
139.88,-165.17064546,0.7664407789707184,1651,9000,41.635284423828125,45000,4.140923465456581e-06
139.48,-166.88976881000002,0.6503596603870392,1651,9100,41.67949295043945,45500,7.72712955949828e-05
138.99,-169.7492575,0.6831786036491394,1651,9200,41.71303939819336,46000,2.6761670596897602e-05
138.64,-171.221726,0.009714305400848389,1651,9300,41.746551513671875,46500,1.6394691556342877e-05
139.08,-169.25795916999996,0.9232307001948357,1652,9400,41.78410720825195,47000,5.298154519550735e-06
139.35,-167.54161629000006,0.0065937042236328125,1652,9500,41.8164176940918,47500,5.2202987717464566e-05
138.86,-170.48178528,0.0,1653,9600,41.847415924072266,48000,11629.6767578125
139.04,-171.60947059999998,0.0,1653,9700,41.879173278808594,48500,10101.318359375
138.96,-171.66307041000005,0.11965620517730713,1653,9800,41.8988151550293,49000,5.043601413490251e-05
138.75,-174.95042097,0.9143552035093307,1654,9900,41.93187713623047,49500,8.347552466148045e-06
138.58,-175.03427450000004,0.0020425915718078613,1654,10000,41.968406677246094,50000,8.181589510058984e-05
138.98,-173.07196981999996,0.3808244466781616,1655,10100,42.00811004638672,50500,4.1055300243897364e-05
138.65,-173.34804012,-568.8347778320312,1655,10200,42.05741500854492,51000,1.4671044482383877e-05
138.35,-173.33177142,0.03814142942428589,1655,10300,42.10075759887695,51500,3.7880199670325965e-05
139.2,-168.56451816,5.960464477539063e-08,1656,10400,42.14176940917969,52000,2.1125752027728595e-05
138.62,-172.20043331,0.3935067653656006,1656,10500,42.17898178100586,52500,1.0072157238028012e-05
140.98,-170.88329236,-0.009068489074707031,1656,10600,42.22098922729492,53000,8.698673809703905e-06
140.73,-172.47845662,0.6087230741977692,1654,10700,42.25979232788086,53500,1.796815740817692e-05
140.83,-172.36849876,0.01348876953125,1652,10800,42.29947280883789,54000,1.7802454749471508e-05
140.19,-175.76384298000005,0.2942582964897156,1650,10900,42.32609558105469,54500,2.5718512915773317e-05
140.68,-174.03860920000002,0.29310286045074463,1650,11000,42.35370635986328,55000,3.2590324394732306e-07
140.48,-174.27648438,0.0005117654800415039,1650,11100,42.393455505371094,55500,5.565964966081083e-05
140.15,-174.71658176,0.19494831562042236,1650,11200,42.41823959350586,56000,1.0955322068184614e-05
140.27,-173.44628237999999,0.8113423138856888,1650,11300,42.45302963256836,56500,2.4193525405280525e-06
139.93,-175.20941426999997,0.00471121072769165,1651,11400,42.48378372192383,57000,6.342874257825315e-05
140.11,-175.18741336,0.7198507487773895,1651,11500,42.53075408935547,57500,2.2438374799094163e-05
140.48,-173.60638609000006,-0.00028252601623535156,1652,11600,42.552730560302734,58000,4.5830798626411706e-05
140.6,-172.090754,0.3161455988883972,1652,11700,42.57828140258789,58500,4.471308784559369e-05
140.24,-172.32989122000004,-0.7208570241928101,1653,11800,42.6170768737793,59000,3.526374257489806e-06
140.53,-172.14295951,0.0035987496376037598,1653,11900,42.65456008911133,59500,6.350279727485031e-05
141.12,-170.43855059,0.4280685782432556,1653,12000,42.691246032714844,60000,6.308770389296114e-05
140.87,-171.86150049000003,0.9725492093712091,1654,12100,42.739315032958984,60500,3.5655230590236897e-07
140.26,-175.23295258,0.0033718347549438477,1654,12200,42.765811920166016,61000,0.00010820828902069479
139.89,-175.55026578000002,0.3242751955986023,1654,12300,42.796966552734375,61500,5.9661259001586586e-05
139.48,-177.06829091,0.8393460214138031,1655,12400,42.83856964111328,62000,3.1983931876311544e-06
139.58,-175.86647829999998,0.6930098831653595,1655,12500,42.883148193359375,62500,1.1526931302796584e-05
140.18,-172.75279723,0.35646235942840576,1655,12600,42.91347122192383,63000,1.0844321877812035e-05
139.93,-173.97861873000002,0.9723312240093946,1656,12700,42.95631408691406,63500,1.1349735586918541e-06
140.13,-173.93358039999998,0.0055789947509765625,1656,12800,43.002803802490234,64000,0.00010039338667411357
140.19,-174.02718320999998,0.8632613718509674,1656,12900,43.04751205444336,64500,1.5289837165255449e-06
140.76,-172.33643278999998,0.001812577247619629,1657,13000,43.09523010253906,65000,4.961786180501804e-05
140.21,-175.58132750999997,0.7799791395664215,1657,13100,43.139183044433594,65500,1.013005203276407e-05
139.53,-178.91806391000003,0.8702867776155472,1657,13200,43.181663513183594,66000,1.8709391724769375e-06
139.97,-175.64534138000002,0.0025366544723510742,1658,13300,43.22213363647461,66500,9.095615678234026e-05
138.08,-175.06997484000004,-27.570329666137695,1658,13400,43.258941650390625,67000,6.47346387268044e-05
138.82,-173.16606596999995,0.40493184328079224,1658,13500,43.29574203491211,67500,2.5049233954632655e-05
138.95,-171.60367680000002,-0.0019626617431640625,1658,13600,43.33639907836914,68000,4.307339622755535e-07
139.13,-171.29073093999995,0.7658592164516449,1658,13700,43.36929702758789,68500,4.328303475631401e-06
139.1,-169.7994817,0.010006725788116455,1659,13800,43.40763473510742,69000,2.082653190882411e-05
139.22,-169.48569527,0.942448616027832,1659,13900,43.44710922241211,69500,5.001877525501186e-06
139.23,-169.15187685,0.6583180725574493,1659,14000,43.466976165771484,70000,1.24915150081506e-05
139.24,-170.50554478,0.02817755937576294,1660,14100,43.4950065612793,70500,3.355774606461637e-05
139.63,-168.98847750000002,0.774873211979866,1660,14200,43.529972076416016,71000,9.15481177798938e-06
139.52,-169.00761215999998,0.0010939240455627441,1660,14300,43.56979751586914,71500,8.723886276129633e-05
140.0,-165.78824488,0.0003421306610107422,1660,14400,43.60343933105469,72000,1.4069568351260386e-05
139.84,-166.12571991999997,-4.0531158447265625e-06,1660,14500,43.64485168457031,72500,17306.62890625
139.81,-167.39903300999998,0.9657519795000553,1660,14600,43.6907844543457,73000,7.947903100102849e-07
139.63,-167.69065276,9.626150131225586e-05,1661,14700,43.734657287597656,73500,4.623811400961131e-05
139.43,-167.63597941,0.0017633438110351562,1661,14800,43.7739372253418,74000,0.00010218430543318391
138.94,-168.17508548,0.00848078727722168,1661,14900,43.81489944458008,74500,0.00010356926213717088
139.14,-166.68566084999998,0.2971474528312683,1661,15000,43.83475112915039,75000,2.4811935873003677e-05
139.0,-168.17326400000002,0.4991234540939331,1662,15100,43.87278366088867,75500,4.7697481932118535e-05
139.22,-168.08841539999997,0.0007150769233703613,1662,15200,43.905860900878906,76000,7.885713421273977e-05
138.77,-170.05801661,0.0,1662,15300,43.94580841064453,76500,0.00010096938058268279
139.24,-168.18337785000003,-7.7148284912109375,1662,15400,43.98456573486328,77000,3.326661681057885e-05
139.18,-168.23647094,0.0016371607780456543,1662,15500,44.02222442626953,77500,9.476515697315335e-05
139.44,-166.532617,0.0,1662,15600,44.047157287597656,78000,1.4256574104365427e-05
139.99,-164.94558985,0.9663266502320766,1663,15700,44.08987808227539,78500,2.327742549823597e-07
139.33,-166.8140148,0.9431115388870239,1663,15800,44.11482238769531,79000,7.840000762371346e-06
139.5,-165.22891633,0.004618346691131592,1663,15900,44.15019607543945,79500,3.8439953641500324e-05
140.08,-163.7308174,-0.0003184080123901367,1663,16000,44.187705993652344,80000,1.5928890206851065e-05
140.81,-161.74086756999998,-35.98381423950195,1663,16100,44.22964859008789,80500,3.8250516809057444e-05
140.91,-160.37886913,0.06919431686401367,1664,16200,44.245094299316406,81000,1.1060376436944352e-06
140.48,-161.97466685999999,0.0,1664,16300,44.262943267822266,81500,1.224375591846183e-05
140.48,-161.91423491,0.40963637828826904,1664,16400,44.28535461425781,82000,1.667453398113139e-05
140.72,-160.55820956999997,0.004148542881011963,1664,16500,44.31648635864258,82500,2.411539389868267e-05
140.8,-163.22515858,0.13427281379699707,1664,16600,44.3489875793457,83000,3.2555290090385824e-05
141.37,-162.06651473,0.6348807215690613,1664,16700,44.36543655395508,83500,1.4630373698309995e-05
142.03,-158.80794548999998,0.010014474391937256,1665,16800,44.38475036621094,84000,6.441035657189786e-05
141.83,-160.45625986000002,0.5990220010280609,1665,16900,44.41551971435547,84500,4.0094269934343174e-05
141.17,-162.08895664000002,0.9279752522706985,1665,17000,44.44136428833008,85000,2.9147208806534763e-06
141.37,-163.43626392,0.04907691478729248,1665,17100,44.47039031982422,85500,0.000123374949907884
140.99,-166.54437582999998,0.9437234364449978,1665,17200,44.50066375732422,86000,7.64376818551682e-06
141.62,-164.89202860999998,-2.2066540718078613,1666,17300,44.52870559692383,86500,1.6905396478250623e-05
141.93,-163.08420048999997,0.00046199560165405273,1666,17400,44.56911087036133,87000,4.8043370043160394e-05
142.82,-160.06583859,0.5348264276981354,1666,17500,44.60002899169922,87500,1.2613636499736458e-05
142.97,-159.71601765,0.6528132557868958,1666,17600,44.6307487487793,88000,1.9900373445125297e-05
143.38,-159.34309969,0.7104482650756836,1667,17700,44.67765426635742,88500,2.8869919333374128e-05
143.81,-157.49170409999996,0.018560051918029785,1667,17800,44.72259521484375,89000,0.00010434744035592303
144.05,-157.53334082,0.7565881460905075,1667,17900,44.74526596069336,89500,1.0824258424690925e-05
144.03,-157.47458400000002,0.006620883941650391,1667,18000,44.77618408203125,90000,1024.4903564453125
144.08,-157.24255423000002,0.7301323711872101,1667,18100,44.81681823730469,90500,3.394620580365881e-05
144.29,-158.00832615,0.48858642578125,1667,18200,44.849430084228516,91000,2.126555045833811e-05
143.66,-159.96242198,0.8485553413629532,1667,18300,44.882347106933594,91500,6.074264092603698e-06
143.75,-158.59639149999998,0.031461238861083984,1668,18400,44.90986251831055,92000,0.000139217110699974
143.12,-161.63544989,0.896766297519207,1667,18500,44.93445587158203,92500,1.5492660168092698e-05
143.27,-161.35087252,0.14585351943969727,1667,18600,44.95307540893555,93000,4.941685983794741e-05
143.86,-159.57218987,0.9940624083392322,1666,18700,44.985633850097656,93500,1.6940684588462318e-07
143.83,-159.60781680999997,0.0008932948112487793,1665,18800,45.01713562011719,94000,0.00010005141666624695
143.68,-159.54100448,0.0,1665,18900,45.053104400634766,94500,1.3942134501121473e-05
143.31,-159.67091897,0.051184237003326416,1664,19000,45.08747863769531,95000,3.40212500304915e-05
144.29,-161.24311074,-5.1036481857299805,1664,19100,45.11519241333008,95500,7.216246740426868e-05
144.06,-162.77006996,0.0002961158752441406,1663,19200,45.146575927734375,96000,1.8235561583423987e-05
143.81,-166.06904283,0.5044730603694916,1663,19300,45.18752670288086,96500,2.7236275855102576e-05
143.72,-167.54271166,0.4324301481246948,1662,19400,45.224422454833984,97000,1.1462427210062742e-05
144.01,-164.48441087000003,-52.50730895996094,1662,19500,45.26051712036133,97500,2.2840376914246008e-05
143.34,-165.87788740999997,0.8895073905587196,1662,19600,45.28669357299805,98000,3.6906204314846036e-08
143.29,-164.46235697,0.8556271642446518,1661,19700,45.315086364746094,98500,2.140821834473172e-06
142.69,-166.42530024000004,0.40339982509613037,1661,19800,45.33757781982422,99000,1.7471629689680412e-05
142.89,-164.75584147,0.7981710582971573,1660,19900,45.35939407348633,99500,1.4455818018177524e-06
143.03,-163.23593418000002,3.5762786865234375e-07,1660,20000,45.383663177490234,100000,5.301276360114571e-06
143.43,-161.85396484000003,0.9738723523914814,1659,20100,45.42294692993164,100500,2.9924905220468645e-07
142.81,-164.88423670999998,0.0007301568984985352,1659,20200,45.46042251586914,101000,4.928053749608807e-05
142.82,-165.22146152999997,0.753330796957016,1658,20300,45.49448776245117,101500,2.3924589186208323e-05
141.68,-168.5173549,0.6637015640735626,1658,20400,45.51042938232422,102000,6.022067282174248e-06
142.14,-165.24651027000004,0.27448171377182007,1658,20500,45.538673400878906,102500,7.368688784481492e-06
141.84,-165.65972624999998,0.32815444469451904,1658,20600,45.57075500488281,103000,2.9429467758745886e-05
141.46,-165.61355414,0.8803834766149521,1658,20700,45.60170364379883,103500,1.2795257134712301e-05
141.62,-166.94779266,0.13572239875793457,1659,20800,45.64033126831055,104000,9.545416105538607e-05
141.9,-164.08633614,-7.317222595214844,1659,20900,45.6765022277832,104500,1.65989689548951e-07
141.33,-164.90668762999996,0.9777371864765882,1659,21000,45.71893310546875,105000,6.435968771256739e-06
141.62,-164.80331783999998,0.153800368309021,1659,21100,45.75542068481445,105500,4.365160202723928e-05
142.03,-165.71275927,0.5570827424526215,1659,21200,45.79605484008789,106000,1.634578984521795e-05
141.46,-166.25572927000002,0.9720081593841314,1660,21300,45.82081985473633,106500,1.5656756886528456e-06
141.17,-166.37618080000001,0.00014609098434448242,1660,21400,45.853416442871094,107000,7.641984848305583e-05
140.7,-169.33836644,0.5058064758777618,1660,21500,45.8935546875,107500,4.056108446093276e-05
141.06,-167.73957151000002,0.0009482502937316895,1660,21600,45.91324996948242,108000,2.8929676773259416e-05
140.76,-169.38276438000005,0.8826455399394035,1660,21700,45.940250396728516,108500,1.3304965023053228e-06
140.76,-170.79645116999995,0.01168203353881836,1660,21800,45.967735290527344,109000,7.894263399066404e-05
139.22,-172.31966468,0.044601261615753174,1661,21900,46.002017974853516,109500,0.00015819612599443644
139.29,-170.88422255,0.969426179304719,1661,22000,46.037960052490234,110000,4.491912022785982e-06
139.13,-172.18620804000005,0.018835246562957764,1661,22100,46.07564163208008,110500,0.0001438064791727811
139.26,-170.78821516,0.4041948914527893,1661,22200,46.10231399536133,111000,2.5898309104377404e-05
138.67,-174.01298115,0.9872461250051856,1661,22300,46.11608123779297,111500,1.8546452906775812e-07
138.09,-177.22568080000002,0.016689956188201904,1661,22400,46.1373176574707,112000,1.8249096683575772e-05
138.85,-173.84500846999998,-0.0002816915512084961,1661,22500,46.16897964477539,112500,2.0378098270157352e-05
139.43,-170.48749619000003,0.13696998357772827,1662,22600,46.19639205932617,113000,9.894722097669728e-06
139.22,-171.87415941999998,0.9051793292164803,1662,22700,46.2270622253418,113500,1.4752070001122775e-06
138.23,-175.24961591,0.5970917046070099,1662,22800,46.25880432128906,114000,9.499447514826898e-06
138.3,-173.80558563000002,0.038748204708099365,1662,22900,46.29718780517578,114500,5.1833172619808465e-05
137.63,-176.97789490000002,0.27328401803970337,1662,23000,46.33172607421875,115000,6.28176421741955e-05
138.03,-175.14868767999997,0.9580948576331139,1662,23100,46.366050720214844,115500,4.313889689910866e-07
137.98,-176.53197611,0.009153544902801514,1662,23200,46.4038200378418,116000,9.563383355271071e-05
137.88,-176.71152616999998,-0.20213592052459717,1662,23300,46.44362258911133,116500,2.748050246736966e-05
137.57,-178.42032009999994,0.9381281919777393,1663,23400,46.47002410888672,117000,9.031518857227638e-07
138.1,-175.14442178,0.46256405115127563,1663,23500,46.490806579589844,117500,7.046140581223881e-06
138.43,-173.51790014000002,0.0033510327339172363,1663,23600,46.516353607177734,118000,5.7787947298493236e-05
138.87,-173.32654636000004,-14.13776683807373,1663,23700,46.54909896850586,118500,2.2479911422124133e-05
139.37,-169.98710771000003,0.0029927492141723633,1663,23800,46.5888557434082,119000,3.6709941468870966e-06
139.56,-169.87870721,-0.00037550926208496094,1663,23900,46.615447998046875,119500,1.1693478882079944e-05
140.08,-167.41255672000003,0.11690670251846313,1663,24000,46.64882278442383,120000,5.566477921092883e-05
140.82,-164.2913114,0.7225917279720306,1664,24100,46.68630599975586,120500,1.2547058076961548e-06
141.1,-163.00544671999998,0.32227271795272827,1664,24200,46.72029495239258,121000,2.0111776393605396e-05
141.18,-161.68638002,0.005518734455108643,1664,24300,46.76021194458008,121500,6.898937135701999e-05
140.4,-165.25542321,0.0471988320350647,1663,24400,46.784095764160156,122000,0.0001375741121592
139.75,-167.04058945,0.3392426371574402,1663,24500,46.81075668334961,122500,2.3390404749079607e-05
139.88,-165.47259919,0.00012344121932983398,1663,24600,46.84236145019531,123000,2.5919161998899654e-05
140.64,-160.82061127,-37.69734573364258,1663,24700,46.874874114990234,123500,2.450571264489554e-05
140.24,-163.98244026,0.005943477153778076,1663,24800,46.910701751708984,124000,796.0513916015625
140.24,-162.62429195,0.6285751461982727,1663,24900,46.939571380615234,124500,2.01968832698185e-05
139.72,-164.41808531000004,0.5493068397045135,1662,25000,46.967716217041016,125000,4.542133683571592e-05
139.87,-164.39840787,0.532890260219574,1662,25100,46.999568939208984,125500,2.4294482500408776e-05
139.74,-165.81735404999995,0.0006856322288513184,1661,25200,47.04104232788086,126000,8.632590470369905e-05
139.14,-170.66380307,0.6200146973133087,1661,25300,47.08740234375,126500,4.182207339908928e-05
138.68,-172.41888160000002,0.24868309497833252,1661,25400,47.10814666748047,127000,8.640203304821625e-05
138.82,-172.30187624,0.9571878872811794,1660,25500,47.135501861572266,127500,8.137684744724538e-06
138.93,-172.09526439,0.0006455779075622559,1660,25600,47.168453216552734,128000,0.00011838907084893435
139.09,-170.66253827,0.9533975422382355,1660,25700,47.20319747924805,128500,8.16759802546585e-06
139.15,-169.25525464999998,0.4187798500061035,1660,25800,47.221778869628906,129000,2.439302988932468e-05
139.06,-169.31002704000002,0.0010611414909362793,1660,25900,47.25209426879883,129500,5.21670444868505e-05
138.99,-169.51302318999998,0.42552757263183594,1660,26000,47.28933334350586,130000,1.1680366696964484e-05
138.72,-171.24553616,0.4893571734428406,1660,26100,47.32926940917969,130500,2.8497775929281488e-05
139.27,-167.98641675,0.01894235610961914,1660,26200,47.36869430541992,131000,9.643273369874805e-05
138.86,-169.78960640000003,0.9099572226405144,1661,26300,47.40907287597656,131500,2.0414677237567957e-06
138.86,-169.79526695000004,0.01845717430114746,1661,26400,47.44386291503906,132000,9.289556328440085e-05
137.72,-175.09456373,0.0006468296051025391,1660,26500,47.473575592041016,132500,0.00011791290307883173
137.01,-176.7010317,0.731444925069809,1661,26600,47.508663177490234,133000,2.9451248337863944e-05
136.6,-176.7374485,-8.618831634521484e-05,1661,26700,47.542301177978516,133500,5.5572192650288343e-05
136.8,-174.99265271000002,0.15079385042190552,1661,26800,47.58206558227539,134000,4.509007703745738e-05
135.88,-179.57715129,0.7422614693641663,1661,26900,47.62450408935547,134500,1.369470737699885e-05
136.09,-179.31127046000006,0.0006015896797180176,1661,27000,47.66374588012695,135000,7.21204123692587e-05
136.88,-174.34727994000005,0.9187063872814178,1659,27100,47.702476501464844,135500,8.994878726298339e-07
137.1,-172.71543264,0.7481697797775269,1657,27200,47.72751998901367,136000,9.361118827655446e-06
136.78,-175.95242529000004,-1.6450881958007812e-05,1655,27300,47.7544059753418,136500,8892.8974609375
136.45,-179.09185628,0.9343253895640373,1652,27400,47.76984786987305,137000,9.213543421537906e-07
136.41,-177.68653973999997,0.0004996061325073242,1651,27500,47.791015625,137500,2.6268113288097084e-05
136.55,-176.13197502000003,0.9597313590347767,1651,27600,47.826263427734375,138000,6.920045052538626e-07
137.28,-174.16938165,0.011699378490447998,1650,27700,47.86301803588867,138500,8.26483010314405e-05
137.65,-172.41767557,0.7749786674976349,1650,27800,47.89406967163086,139000,9.696505287593027e-08
