ERewMean,EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-7.0634484,54.775,-226.79256,57,57,19.97888970375061,3069,0.0,1.428289,-3.7550926208496094e-05,0.0005688507,0.002410157,0.002410157
-6.579558,44.05,-173.60684,75,132,23.662556886672974,6080,0.0,1.4248587,-0.0028949975967407227,0.00040259425,0.0019816495,0.0019816495
-4.3205185,45.525,-130.49538,72,204,27.253004789352417,9138,0.0,1.414122,-2.9802322387695312e-06,0.00090642134,0.0023847038,0.0023847038
-4.1608515,83.525,-144.74539,36,240,31.01701807975769,12281,0.0,1.411781,-1.2874603271484375e-05,0.0005287798,0.0033794295,0.0033794295
-7.666789,38.075,-165.07869,66,306,34.66686224937439,15071,0.0,1.4021591,0.011785030364990234,0.0006939916,0.0029108275,0.0029108275
-5.5596437,50.675,-137.12045,64,370,38.32120060920715,18409,0.0,1.4039365,0.013304293155670166,0.00055629504,0.0057015507,0.0057015507
-5.6165648,56.675,-138.12729,47,417,41.918766498565674,21498,0.0,1.3974882,0.012447655200958252,0.000558763,0.005035128,0.005035128
-4.883242,73.625,-164.30725,37,454,45.50663185119629,24409,0.0,1.3974234,0.06471842527389526,0.00047736196,0.0027487467,0.0027487467
-5.008931,64.55,-147.27142,45,499,49.24592065811157,27592,0.0,1.398376,0.033497154712677,0.00066990795,0.0095969075,0.0095969075
-4.507809,81.35,-191.55371,36,535,53.03833532333374,30715,0.0,1.3935561,0.15673714876174927,0.0004935532,0.00682155,0.00682155
-5.887444,52.25,-215.67984,54,589,56.71045470237732,33669,0.0,1.397951,0.07338088750839233,0.00094623567,0.044478595,0.044478595
-5.5789213,55.85,-125.22573,57,646,60.42409610748291,36763,0.0,1.3961109,0.173048734664917,0.0006250887,0.01147036,0.01147036
-4.1667986,89.75,-170.26645,33,679,64.00620102882385,39813,0.0,1.3938584,0.27605539560317993,0.00048467633,0.008397419,0.008397419
-3.7236824,108.55,-169.40341,28,707,67.62582182884216,42915,0.0,1.4005462,0.27719658613204956,0.001118759,0.002865496,0.002865496
