ERewMean,EpLenMean,EpRewMean,EpRewOther,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
-27.203756,555.8,-16008.0,-3729.6968,5,5,77.39986228942871,2779,0.0,1.434349,-0.0003311634063720703,0.00081482617,0.0036961408,0.0036961408
-24.226097,501.0,-12864.167,-696.9788,7,12,80.90261650085449,6012,0.0,1.4556341,0.00700610876083374,0.0008360739,0.003835345,0.003835345
-23.92965,478.7368421052632,-12155.789,-111.41442,7,19,84.45886826515198,9096,0.0,1.4732667,0.007246792316436768,0.00089060236,0.0035524324,0.0035524324
-22.130606,435.57142857142856,-10266.429,1888.5059,9,28,87.94746923446655,12196,0.0,1.4784752,0.08330315351486206,0.0007945245,0.0018490255,0.0018490255
-20.875984,401.7894736842105,-8958.685,3434.2644,10,38,91.16559600830078,15268,0.0,1.4751974,0.10758692026138306,0.0008476064,0.0040892605,0.0040892605
-18.725203,350.275,-6927.75,4437.035,10,48,94.51150345802307,18222,0.0,1.4856563,0.05818074941635132,0.0008181529,0.002877544,0.002877544
-17.026615,304.825,-5198.25,6417.42,11,59,97.9076337814331,21289,0.0,1.490336,0.13308244943618774,0.00075608556,0.003399859,0.003399859
-16.5117,295.975,-4897.25,7574.748,10,69,101.2394630908966,24386,0.0,1.4957819,0.11295872926712036,0.0007718669,0.004189193,0.004189193
-15.797104,291.65,-4641.5,8027.357,11,80,104.49751782417297,27548,0.0,1.4955784,0.21028846502304077,0.0005954905,0.0035367087,0.0035367087
-15.688818,276.525,-4334.0,8280.8545,12,92,107.63808751106262,30415,0.0,1.4815451,0.2714090347290039,0.0008611269,0.002330227,0.002330227
-13.93281,263.825,-3682.0,8614.706,13,105,110.90204429626465,33732,0.0,1.4666475,0.3149370551109314,0.0006867147,0.0031927011,0.0031927011
-13.3094845,253.975,-3371.0,9167.26,12,117,114.10943055152893,36768,0.0,1.4595112,0.33249157667160034,0.00081388914,0.002647613,0.002647613
-11.952681,249.225,-2961.0,9482.035,13,130,117.22781991958618,39877,0.0,1.453024,0.3599783182144165,0.00076225545,0.0021780094,0.0021780094
-11.683638,246.325,-2850.75,9516.35,13,143,120.35980343818665,42980,0.0,1.4362249,0.394957959651947,0.0007967179,0.0025818152,0.0025818152
-11.18235,242.075,-2677.0,9560.4375,12,155,123.55932211875916,45961,0.0,1.4410056,0.396340548992157,0.00078997744,0.0029278311,0.0029278311
-10.992973,240.475,-2629.75,9609.277,13,168,126.74648833274841,49027,0.0,1.4383216,0.44644951820373535,0.00090407935,0.0045402567,0.0045402567
-10.176128,242.5,-2456.25,9642.35,13,181,129.91131377220154,52179,0.0,1.4230725,0.45773184299468994,0.0008641452,0.0022131626,0.0022131626
