EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
110.33333333333333,-689.44165,9,9,8.238471031188965,993,0.0,1.4265581,0.0007439255714416504,0.00071668037,0.002845899,0.002845899
111.0,-687.7756,9,18,8.860450267791748,1998,0.0,1.4276927,0.002636849880218506,0.0010805081,0.0015720478,0.0015720478
110.22222222222223,-702.92664,9,27,9.482864379882812,2976,0.0,1.4345965,-0.0011336803436279297,0.000849659,0.0038612727,0.0038612727
109.27027027027027,-736.1924,10,37,10.112334251403809,4043,0.0,1.4229115,-0.0004296302795410156,0.001363728,0.0054979757,0.0054979757
109.025,-736.0856,9,46,10.822251319885254,5012,0.0,1.4263903,0.00020623207092285156,0.00044052082,0.0033271378,0.0033271378
108.275,-754.4324,10,56,11.505218982696533,6103,0.0,1.4319607,0.0002601146697998047,0.00057067856,0.0027962583,0.0027962583
108.375,-753.9557,9,65,12.124601125717163,7096,0.0,1.4382424,0.0005159378051757812,0.00093033316,0.002576462,0.002576462
109.7,-717.084,9,74,12.76417326927185,8110,0.0,1.4394518,0.0008406639099121094,0.00038577896,0.0021554495,0.0021554495
109.925,-700.3195,10,84,13.348851680755615,9199,0.0,1.445568,0.0005452632904052734,0.0010506116,0.0038164316,0.0038164316
110.3,-691.8953,9,93,13.937507152557373,10183,0.0,1.4407793,0.00011283159255981445,0.00040592242,0.002431139,0.002431139
109.95,-693.2575,9,102,14.522944450378418,11159,0.0,1.4476467,0.00013899803161621094,0.0007789977,0.0032575312,0.0032575312
109.825,-676.681,10,112,15.11232590675354,12276,0.0,1.4482623,0.0006127357482910156,0.00064853206,0.004565071,0.004565071
109.5,-678.1372,9,121,15.756130695343018,13252,0.0,1.4524983,0.00011533498764038086,0.00065254164,0.004004579,0.004004579
109.625,-668.7468,9,130,16.375144958496094,14244,0.0,1.4409331,0.00016480684280395508,0.001079469,0.0043542907,0.0043542907
110.375,-658.3345,10,140,17.01682758331299,15350,0.0,1.4450077,0.00017118453979492188,0.0009120301,0.005737623,0.005737623
