# {"t_start": 1565139411.5169456, "env_id": "SignalizedEco-v0"} 
r,l,t
-256.5,65,13.501925
-21.1,211,13.765921
-237.315345,69,13.827928
-250.5,5,13.832924
-387.933973,20,13.853921
-300.8,8,13.863926
-229.2,292,14.13697
-401.8,18,14.152972
-657.8,78,14.228971
-136.105099,32,14.26097
-387.799739,20,14.280971
-237.070838,40,14.3225
-237.694319,26,14.350503
-401.7,17,14.369502
-250.6,6,14.376501
-237.312131,33,14.4095
-804.1,41,14.4525
-250.5,5,14.457502
-507.7,77,14.5355
-350.8,8,14.543498
-657.5,75,14.616501
-250.5,5,14.621499
-607.9,79,14.693496
-237.432051,20,14.710499
-250.8,8,14.717499
-357.5,75,14.783501
-301.7,17,14.799499
-387.845359,20,14.818498
-186.893031,24,14.840498
-250.5,5,14.844499
-87.66967,22,14.864498
-858.1,81,14.934497
-250.5,5,14.939502
-237.863529,22,14.958497
-904.0,40,14.9925
-607.6,76,15.0635
-250.5,5,15.0675
-1062.7,127,15.180501
-323.9,239,15.391501
-401.5,15,15.4045
-186.342239,23,15.425499
-250.8,8,15.432498
-657.9,79,15.503498
-276.8,268,15.745496
-414.1,141,15.871499
301.702858,105,15.9635
-437.385642,24,15.984499
-300.8,8,15.991498
-137.659003,27,16.017496
-250.9,9,16.026497
-619.6,196,16.205435
-250.5,5,16.210433
-236.788929,43,16.253435
-561.0,110,16.361435
-36.209075,20,16.380436
-370.2,202,18.46148
-472.4,224,18.655484
-756.9,69,18.713481
-761.3,113,18.80948
-469.7,197,18.977483
-919.6,196,19.146522
-250.5,5,19.15052
-250.5,5,19.155522
-388.943104,49,19.19752
-351.5,15,19.21052
-250.6,6,19.216522
-708.1,81,19.28652
-903.6,36,19.316522
-36.266988,40,19.351521
-438.207157,23,19.37252
-767.9,179,19.53752
-803.7,37,19.569523
-137.807865,28,19.593521
-1054.6,46,19.633521
-606.2,62,19.68652
-250.5,5,19.690523
-287.545216,28,19.71452
-87.666365,31,19.741523
-562.2,122,19.847523
-854.8,48,19.889523
-1004.2,42,19.925522
-87.118678,23,19.945522
-460.2,102,20.033524
-220.2,202,20.208047
-519.9,199,20.377044
-287.918649,25,20.399045
-401.0,10,20.408044
-451.5,15,20.421045
-907.2,72,20.484046
-188.006886,46,20.525044
-588.192515,20,20.543048
-250.5,5,20.548043
-34.345044,48,20.592045
-323.3,233,20.792046
-218.8,188,20.953043
-287.653292,21,20.972044
-804.5,45,21.857089
-488.335046,21,21.877091
-187.435696,26,21.900088
-1004.9,49,21.945092
-401.3,13,21.957091
-858.0,80,22.027089
-707.5,75,22.091131
-855.0,50,22.135139
-321.4,214,22.319143
-74.4,244,22.528199
-87.092875,31,22.555197
-85.856854,36,22.586197
-804.3,43,22.627197
-523.7,237,22.833721
-756.9,69,22.891724
-511.4,114,22.988721
-250.5,5,22.993719
-250.5,5,22.997721
-607.5,75,23.062721
679.060197,286,23.307722
-250.9,9,23.314722
-20.3,203,23.490722
-907.4,74,23.554719
-954.9,49,23.596722
-270.5,205,23.776719
-250.5,5,23.780719
34.8,152,23.909767
-569.8,198,24.081767
-459.0,90,24.161766
-250.5,5,24.166768
-251.0,10,24.175772
-551.7,17,24.191766
-854.9,49,24.238769
-120.7,207,24.421767
-607.7,77,24.491771
-437.547493,38,25.422823
-401.1,11,25.43282
-221.0,210,25.616821
-132.4,324,25.897822
-250.5,5,25.902821
-853.4,34,25.93382
-137.16354,25,25.955821
-250.5,5,25.959821
-467.7,177,26.114818
-470.9,209,26.294818
-331.8,318,26.577338
-70.5,205,26.752339
-906.9,69,26.812378
-804.1,41,26.847381
-351.6,16,26.863378
-318.8,188,27.036382
-250.5,5,27.041381
-857.7,77,27.108378
-84.301759,37,27.13938
-469.6,196,27.309381
-136.288143,29,27.335382
-488.076715,20,27.35238
-337.798484,20,27.371379
-572.2,222,27.572381
-411.2,112,27.668381
-33.14857,50,27.711381
-804.7,47,27.752382
-588.229807,20,27.770381
-237.615841,22,27.789383
-805.1,51,27.835382
-767.4,174,27.985442
-37.221857,47,28.031442
-955.1,51,28.086443
-1013.3,133,29.102973
-250.5,5,29.107973
-320.7,207,29.288496
-372.0,220,29.478494
-472.2,222,29.668493
-83.556754,47,29.708495
-320.5,205,29.885497
-288.271875,25,29.907494
-526.0,260,30.131494
-400.9,9,30.139495
-301.0,10,30.148494
-250.5,5,30.153495
-386.303616,39,30.188496
-237.393309,35,30.227496
-220.6,206,30.439497
-251.6,16,30.453496
-87.09952,29,30.478494
-137.723551,33,30.509494
-472.8,228,30.708496
-337.96105,35,30.739493
-338.250887,22,30.758495
-905.2,52,30.803493
-508.3,83,30.875494
-137.247265,20,30.893496
-538.441239,23,30.913494
-137.841054,27,30.939496
-222.5,225,31.141496
-250.5,5,31.146498
-311.3,113,31.259493
435.104407,251,31.479031
-37.295131,44,31.517029
-300.8,8,31.525028
-237.419191,20,31.54203
-37.567984,28,31.567028
-1164.8,148,31.695026
-300.9,9,31.703029
-571.0,210,32.775563
-805.1,51,32.819563
-451.7,17,32.834559
-338.247109,23,32.85456
-1214.0,140,32.974558
-573.6,236,33.176563
-250.5,5,33.180561
-187.282298,27,33.204562
-805.2,52,33.249563
-757.3,73,33.311561
-350.8,8,33.319563
-371.7,217,33.509561
-855.1,51,33.55256
-387.338337,40,33.587559
-1013.9,139,33.70656
-804.8,48,33.747558
-212.4,124,33.853558
-488.089598,20,33.870559
-351.6,16,33.88556
103.469771,197,34.055559
-471.8,218,34.243081
-719.0,190,34.406078
202.770125,216,34.598115
-187.586013,24,34.619117
-250.5,5,34.625115
501.574215,214,34.810164
-137.338031,25,34.833164
-135.221898,34,34.863168
-287.826358,20,34.881167
-551.6,16,34.895168
-250.5,5,34.900168
-521.0,210,35.079166
-221.8,218,35.266167
-469.1,191,36.301208
-422.4,224,36.494208
501.042082,219,36.689206
-38.200368,36,36.721206
-571.7,217,36.909206
-268.9,189,37.072206
-351.5,15,37.085207
-608.2,82,37.156206
-250.5,5,37.161206
-300.9,9,37.169208
-251.8,18,37.185209
-237.443371,20,37.203206
-501.4,14,37.215206
-220.4,204,37.389207
282.4,176,37.543207
-569.7,197,37.721208
-250.5,5,37.726207
160.823542,66,37.78221
530.0,200,37.954206
-1213.3,133,38.068211
-300.7,7,38.07421
-137.448194,20,38.091208
-319.6,196,38.260209
-62.74067,220,38.45821
-85.960743,26,38.48221
-337.989046,33,38.517217
-136.534471,24,38.539211
497.583997,202,38.73621
-538.470093,24,38.763209
-350.9,9,38.774209
-87.111102,35,38.812207
-250.5,5,38.816755
-538.108762,20,38.840253
-236.239762,36,38.872251
-718.0,180,39.909254
-472.8,228,40.105252
-854.3,43,40.142253
-250.5,5,40.147253
-608.1,81,40.216781
393.708561,188,40.37878
-904.1,41,40.414782
-804.5,45,40.454783
-250.6,6,40.46078
-763.6,136,40.578782
-37.07286,29,40.603781
-183.604446,44,40.64278
-518.5,185,40.805823
-36.548033,24,40.828823
-219.0,190,40.996821
-287.605205,20,41.014821
-137.339091,23,41.034823
-250.5,5,41.039821
-855.1,51,41.083821
-186.806578,32,41.111822
-574.0,240,41.319824
-468.3,183,41.482821
-250.5,5,41.486821
35.45815,196,41.653863
-338.09693,23,41.673866
-322.1,221,41.866867
-373.2,232,42.07087
338.857666,207,42.252864
550.761613,224,42.450866
-250.6,6,42.457869
-351.0,10,42.465866
-250.5,5,42.470866
440.145129,194,43.613983
244.218164,188,43.781981
-136.737703,20,43.799981
-337.664722,23,43.820985
-557.4,74,43.884984
341.142,192,44.048984
40.618408,187,44.211982
-707.8,78,44.279501
391.025444,220,44.469498
-164.3,143,44.591498
-905.1,51,44.635503
-250.6,6,44.641498
-322.7,227,44.8355
-804.3,43,44.8715
-401.4,14,44.883498
339.975378,187,45.042498
-250.5,5,45.046499
231.7,183,45.2145
-337.939613,23,45.234499
-717.5,175,45.384504
-270.5,205,45.562503
-250.5,5,45.566501
-571.6,216,45.752499
-187.383054,27,45.775499
-607.2,72,45.8385
238.469242,188,46.020502
391.90422,189,47.457638
296.233809,238,47.662636
332.3,177,47.814633
492.82533,187,47.974636
194.229667,238,48.177636
139.5941,207,48.361633
196.604614,189,48.527633
-300.9,9,48.536635
-270.8,208,48.715635
492.788509,200,48.887638
499.053524,208,49.067633
-658.0,80,49.137634
-287.58771,35,49.167638
-87.086511,34,49.196637
106.418654,184,49.357697
294.013273,193,49.530699
393.23186,231,49.733741
-419.6,196,49.905745
-86.969731,25,49.926743
223.4,266,51.024266
-422.8,228,51.218307
