obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_std,total/episodes,total/epochs,total/steps,train/loss_actor,train/loss_critic
0.0,1.0,0.19219606889656324,-18.260387420654297,1.4711664915084839,-1.0,1.4901161193847656e-08,-18.228721618652344,1.4526681900024414,-0.9999648332595825,7.876218660385348e-06,1853.3,30.0,-216.49497985839844,45.368961334228516,30.0,28,56000,17.07061004638672,0.08109869062900543
0.0,1.0,0.20402,-18.57623863220215,1.3925806283950806,-1.0,0.0,-18.56428337097168,1.3956371545791626,-0.9999902248382568,2.5129008918156615e-06,1858.032258064516,31.0,-215.96298217773438,44.72623062133789,31.0,29,58000,17.336633682250977,14.142705917358398
0.0,1.0,0.20402,-19.29734230041504,1.3991531133651733,-1.0,0.0,-19.31230354309082,1.3994004726409912,-0.8151705265045166,0.04512811452150345,1862.46875,32.0,-215.4642333984375,44.10932922363281,32.0,30,60000,17.549928665161133,27.1324462890625
0.0,1.0,0.20402,-19.153276443481445,1.2440283298492432,-1.0,0.0,-19.01360321044922,1.2370734214782715,-0.9999935030937195,1.6265148587990552e-06,1866.6363636363637,33.0,-214.99571228027344,43.51664733886719,33.0,31,62000,18.59859848022461,0.23711073398590088
0.0,1.0,0.20402,-19.461219787597656,1.0531859397888184,-1.0,0.0,-19.413333892822266,1.044840693473816,-0.93756103515625,0.01720908284187317,1870.5588235294117,34.0,-214.55474853515625,42.946693420410156,34.0,32,64000,18.90376853942871,0.13215316832065582
0.0,1.0,0.20402,-20.672237396240234,1.224841594696045,-1.0,0.0,-20.781116485595703,1.2400054931640625,-0.9947512745857239,0.0011375962058082223,1874.2571428571428,35.0,-214.13897705078125,42.39808654785156,35.0,33,66000,20.171899795532227,0.123562291264534
0.0,1.0,0.21657134112561602,-20.437816619873047,1.0992376804351807,-1.0,0.0,-20.463027954101562,1.1055546998977661,-0.9966096878051758,0.0009343864512629807,1877.75,36.0,-213.74630737304688,41.86957550048828,36.0,34,68000,20.08867645263672,0.28667086362838745
0.0,1.0,0.2,-19.54080581665039,1.0819011926651,-1.0,0.0,-19.582902908325195,1.0968222618103027,-0.812739372253418,0.05724598094820976,1881.054054054054,37.0,-213.37486267089844,41.35997772216797,37.0,35,70000,19.299449920654297,1.9666703939437866
0.0,1.0,0.18840904705084133,-17.795291900634766,0.9804219007492065,-1.0,0.0,-17.795372009277344,0.9783588647842407,-0.9999990463256836,1.0745380052412656e-07,1884.1842105263158,38.0,-213.02297973632812,40.86823272705078,38.0,36,72000,18.265491485595703,2.8555614948272705
0.0,1.0,0.19605920988138417,-17.700584411621094,1.0265313386917114,-1.0,0.0,-17.682537078857422,1.0265189409255981,-0.9837906956672668,0.0042991191148757935,1887.1538461538462,39.0,-212.6891326904297,40.39333724975586,39.0,37,74000,17.380456924438477,0.21362446248531342
0.0,1.0,0.18105739093859663,-17.139310836791992,0.8411734700202942,-1.0,0.0,-17.18531608581543,0.852689802646637,-0.9999947547912598,1.5355427649410558e-06,1889.975,40.0,-212.37197875976562,39.93437576293945,40.0,38,76000,17.237537384033203,1.9069037437438965
0.0,1.0,0.17748984505303073,-16.13398551940918,0.8469505906105042,-1.0,0.0,-16.16926383972168,0.8528128266334534,0.8778846859931946,0.4299396276473999,1892.658536585366,41.0,-212.07028198242188,39.49048614501953,41.0,39,78000,16.71416473388672,0.3642245829105377
0.0,1.0,0.17748984505303073,-17.57880973815918,0.9840804934501648,-1.0,0.0,-17.617694854736328,0.9228317141532898,-0.9983538389205933,0.00047508865827694535,1895.2142857142858,42.0,-221.5248565673828,72.02304077148438,42.0,40,80000,17.493871688842773,0.22083336114883423
0.0,1.0,0.17748984505303073,-18.270889282226562,0.9941088557243347,-1.0,0.0,-18.25851821899414,0.9842315316200256,0.9372151494026184,0.2994017004966736,1897.6511627906978,43.0,-221.02435302734375,71.2544937133789,43.0,41,82000,17.777870178222656,0.22175991535186768
0.0,1.0,0.18469664449646242,-17.579164505004883,1.02675461769104,-1.0,0.0,-17.60335922241211,1.0638459920883179,-0.9999552965164185,1.0323447895643767e-05,1899.9772727272727,44.0,-229.8393096923828,91.12120819091797,44.0,42,84000,17.056541442871094,2.747913122177124
