EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
128.86666666666667,-221.34697,15,15,2.7988858222961426,1933,0.0,1.4094626,0.002257049083709717,0.004635414,0.004616811,0.004616811
129.0,-222.45216,16,31,5.19649600982666,3999,0.0,1.3995339,4.291534423828125e-06,0.0042636427,0.0054291496,0.0054291496
127.75,-224.83798,17,48,7.431413888931274,6143,0.0,1.3551018,1.7881393432617188e-06,0.0035914672,0.0012468321,0.0012468321
125.925,-227.38062,16,64,9.84017562866211,8160,0.0,1.3393031,1.0728836059570312e-06,0.005811662,0.004947652,0.004947652
127.6,-225.98906,15,79,12.33382272720337,10125,0.0,1.363658,5.960464477539062e-07,0.0055280677,0.0031212233,0.0031212233
129.425,-219.85042,16,95,14.772575855255127,12206,0.0,1.3426296,5.364418029785156e-07,0.004957502,0.002557469,0.002557469
131.625,-217.06558,15,110,17.02523446083069,14219,0.0,1.303256,5.364418029785156e-07,0.004083568,0.0028218206,0.0028218206
133.8,-215.04813,15,125,19.289708614349365,16256,0.0,1.2412446,6.556510925292969e-07,0.004993551,0.0024597442,0.0024597442
133.075,-215.50797,16,141,21.399853706359863,18363,0.0,1.289133,5.364418029785156e-07,0.0040211254,0.0041560885,0.0041560885
134.275,-211.02164,15,156,23.49178695678711,20408,0.0,1.2684513,2.980232238769531e-07,0.0030396865,0.0029055118,0.0029055118
133.45,-215.32309,15,171,25.58412194252014,22396,0.0,1.2924775,5.960464477539062e-07,0.004650045,0.0045037745,0.0045037745
135.525,-203.45209,16,187,27.852320909500122,24569,0.0,1.3341457,4.172325134277344e-07,0.0045196256,0.0048254253,0.0048254253
133.625,-204.7208,15,202,30.23029065132141,26527,0.0,1.3429042,6.556510925292969e-07,0.004716292,0.0046197004,0.0046197004
134.3,-199.61377,15,217,32.53100275993347,28602,0.0,1.2853817,4.76837158203125e-07,0.004064833,0.0046772985,0.0046772985
135.5,-201.58804,15,232,34.925193309783936,30651,0.0,1.3423655,1.430511474609375e-06,0.0036061164,0.002834532,0.002834532
136.575,-197.35002,15,247,37.193060636520386,32670,0.0,1.3085631,2.086162567138672e-06,0.0062080054,0.009154013,0.009154013
135.725,-208.51929,15,262,39.652000427246094,34726,0.0,1.3383482,3.2782554626464844e-06,0.0045562284,0.00680648,0.00680648
137.325,-202.71475,15,277,41.681358337402344,36793,0.0,1.3583373,2.3245811462402344e-06,0.00445201,0.0027201236,0.0027201236
139.15,-189.13945,14,291,43.78765535354614,38776,0.0,1.3888832,-1.3113021850585938e-06,0.0043675336,0.003712287,0.003712287
141.55,-165.55266,15,306,46.08780527114868,40930,0.0,1.3924779,3.2782554626464844e-05,0.007221384,0.0097129615,0.0097129615
141.925,-151.49852,14,320,48.37361979484558,42882,0.0,1.3670759,0.12124991416931152,0.0047863345,0.0046729576,0.0046729576
142.575,-144.61093,14,334,50.824584007263184,44922,0.0,1.4004494,0.07415419816970825,0.0050135646,0.0034663994,0.0034663994
143.225,-140.07315,15,349,53.14663338661194,47054,0.0,1.4492466,0.3999369740486145,0.003147325,0.002998749,0.002998749
143.8,-146.44235,14,363,55.33215832710266,49091,0.0,1.4128519,0.4856969714164734,0.0058622244,0.0032294616,0.0032294616
141.35,-162.30705,15,378,57.55100178718567,51141,0.0,1.377228,2.980232238769531e-07,0.0045629214,0.0027364292,0.0027364292
141.25,-159.01596,14,392,59.667068004608154,53115,0.0,1.3893842,0.0,0.0014365092,0.0016518582,0.0016518582
140.15,-166.61794,15,407,62.07326555252075,55225,0.0,1.3846442,4.172325134277344e-07,0.0039819805,0.008287691,0.008287691
139.95,-177.36978,15,422,64.44042420387268,57331,0.0,1.3594756,8.344650268554688e-07,0.0020938602,0.0018548719,0.0018548719
141.225,-165.27158,14,436,66.99633955955505,59319,0.0,1.3443606,2.384185791015625e-07,0.004922077,0.0060173403,0.0060173403
140.275,-169.15134,15,451,69.203040599823,61378,0.0,1.3491912,3.874301910400391e-06,0.0066729668,0.0019651775,0.0019651775
139.025,-177.49016,15,466,71.49008750915527,63444,0.0,1.3639917,3.516674041748047e-06,0.004762795,0.0032523945,0.0032523945
136.45,-187.70877,15,481,73.73473811149597,65453,0.0,1.3180351,5.125999450683594e-06,0.0050729187,0.0043099495,0.0043099495
135.425,-189.3062,15,496,76.02064657211304,67469,0.0,1.315663,0.00014889240264892578,0.004599464,0.0045620967,0.0045620967
137.225,-177.16562,15,511,78.3130452632904,69586,0.0,1.3174527,0.26517242193222046,0.005529245,0.004993153,0.004993153
137.7,-182.69038,15,526,80.63777756690979,71621,0.0,1.26178,0.7212889492511749,0.0051537566,0.0017277936,0.0017277936
138.125,-185.01045,15,541,83.05485534667969,73714,0.0,1.288147,0.719250351190567,0.0031157983,0.0023814198,0.0023814198
136.475,-182.42749,15,556,85.44523572921753,75751,0.0,1.3135095,-0.0028051137924194336,0.0034844358,0.005867371,0.005867371
137.6,-170.96066,15,571,87.76312804222107,77798,0.0,1.3306183,0.3401631712913513,0.0012311882,0.0017739802,0.0017739802
137.025,-177.72305,15,586,90.11191630363464,79865,0.0,1.3854475,0.5063474476337433,0.004336913,0.0058873417,0.0058873417
137.275,-184.40091,14,600,92.49770951271057,81812,0.0,1.4445715,0.536288321018219,0.0036783214,0.0043219663,0.0043219663
136.65,-181.36401,16,616,94.69832062721252,83958,0.0,1.4120992,0.6132457852363586,0.0048016096,0.0050333343,0.0050333343
136.125,-181.54944,15,631,96.97220873832703,85973,0.0,1.4377357,0.703170657157898,0.00724914,0.0058499724,0.0058499724
134.65,-193.35704,15,646,99.2537534236908,87999,0.0,1.4639691,0.7820633798837662,0.00459361,0.007983774,0.007983774
134.475,-189.76865,15,661,101.65130281448364,90005,0.0,1.4574273,0.7297813892364502,0.0045906473,0.004373034,0.004373034
133.7,-199.73978,15,676,104.04985451698303,92019,0.0,1.4803488,0.8774333000183105,0.0016594982,0.0038827315,0.0038827315
135.575,-187.08275,15,691,106.72342920303345,94131,0.0,1.4955142,0.6795420348644257,0.003111521,0.00439667,0.00439667
139.475,-163.05359,14,705,109.27922415733337,96139,0.0,1.5206603,0.7234065532684326,0.003922596,0.0073295757,0.0073295757
142.475,-140.72757,15,720,111.70512247085571,98290,0.0,1.4645406,0.758667603135109,0.003971614,0.0066751046,0.0066751046
143.575,-143.4841,14,734,114.17432999610901,100311,0.0,1.5118936,0.6909646689891815,0.0048987074,0.006872345,0.006872345
141.775,-148.11626,14,748,116.43098545074463,102267,0.0,1.5115643,0.764725998044014,0.0019549131,0.0037971016,0.0037971016
144.9,-162.40195,14,762,130.92440176010132,104370,0.0,1.473786,0.7809540331363678,0.0042185383,0.0030632985,0.0030632985
145.15,-151.3429,14,776,133.29816198349,106382,0.0,1.5333177,0.8343892693519592,0.003954013,0.005063129,0.005063129
142.2,-150.31737,15,791,135.81355786323547,108538,0.0,1.5793685,0.7637557834386826,0.003982438,0.0029643546,0.0029643546
145.8,-134.37485,13,804,138.07451963424683,110492,0.0,1.6173617,-0.0755242109298706,0.005351755,0.00859682,0.00859682
146.375,-130.30696,14,818,140.064110994339,112517,0.0,1.6341559,0.5410326421260834,0.003147371,0.0040696133,0.0040696133
144.35,-139.5199,15,833,142.05806827545166,114595,0.0,1.6822222,0.7370390594005585,0.003455468,0.0027683727,0.0027683727
141.35,-155.12656,14,847,144.1648440361023,116568,0.0,1.676521,0.7939080595970154,0.0022742555,0.0054335594,0.0054335594
141.8,-162.58011,15,862,146.2512423992157,118726,0.0,1.6837764,0.8160495162010193,0.0019969018,0.002147233,0.002147233
142.15,-165.16362,14,876,148.63056254386902,120705,0.0,1.6937187,0.8352825194597244,0.002627472,0.0043270374,0.0043270374
141.2,-151.77986,15,891,150.7585165500641,122840,0.0,1.7035433,0.8277730643749237,0.0035693988,0.0046204007,0.0046204007
145.925,-132.27127,13,904,153.08864331245422,124825,0.0,1.7639853,0.8718188852071762,0.0043643075,0.0073601813,0.0073601813
147.65,-127.987564,13,917,155.31285905838013,126749,0.0,1.748443,0.8770752176642418,0.003630393,0.004979143,0.004979143
170.15,-132.61398,4,921,157.64678263664246,128223,0.0,1.7171957,0.858059287071228,0.0043752044,0.0028846746,0.0028846746
215.325,-138.72246,6,927,160.07268047332764,130894,0.0,1.7373053,0.8460049480199814,0.004088139,0.005447592,0.005447592
238.175,-139.91646,3,930,162.245099067688,132246,0.0,1.7572411,0.8521276414394379,0.0050371084,0.011594968,0.011594968
281.85,-139.37442,2,932,164.72035479545593,134248,0.0,1.787353,0.7353673279285431,0.0041036587,0.0065533663,0.0065533663
326.125,-136.33786,5,937,166.99087023735046,136763,0.0,1.8187193,0.7994145303964615,0.0042375987,0.0084729735,0.0084729735
369.9,-133.4736,3,940,169.21741437911987,138944,0.0,1.761025,0.782625138759613,0.0044578956,0.0028132887,0.0028132887
412.125,-134.31163,3,943,171.2658612728119,141133,0.0,1.7639487,0.7826922088861465,0.0044374084,0.004348409,0.004348409
454.275,-135.5663,2,945,173.6141393184662,143135,0.0,1.7493525,-0.6536600589752197,0.003474582,0.010150823,0.010150823
496.725,-136.6054,2,947,175.99202132225037,145137,0.0,1.731323,-0.008510828018188477,0.002427232,0.0047707884,0.0047707884
539.475,-138.24995,2,949,178.2455096244812,147139,0.0,1.7133107,0.5336715579032898,0.0046624234,0.002150916,0.002150916
