# {"t_start": 1564078617.6407526, "env_id": "SignalizedEco-v0"} 
r,l,t
62.4,376,2.426419
63.7,363,2.716463
65.1,349,2.980782
64.8,352,3.271637
63.9,361,3.579902
61.0,390,5.065399
64.5,355,5.359478
66.8,332,5.618411
63.3,367,5.894628
61.8,382,6.208443
59.9,401,6.466221
65.2,348,7.606069
-89.295737,419,7.92527
66.2,338,8.195487
63.8,362,8.477428
64.4,356,8.761576
66.2,338,9.910756
67.2,328,10.164894
65.9,341,10.417155
63.5,365,10.694715
65.7,343,10.967512
61.4,386,11.297568
65.2,348,12.490616
66.0,340,12.767195
67.5,325,13.008058
64.0,360,13.277148
67.7,323,13.506805
67.8,322,13.733867
66.8,332,14.868781
66.8,332,15.11531
62.2,378,15.389016
62.2,378,15.666165
61.5,385,15.945298
66.0,340,16.209358
66.8,332,17.412147
68.1,319,17.690558
64.1,359,17.969036
65.4,346,18.256336
64.6,354,18.550474
65.7,343,18.827061
65.0,350,19.86277
64.4,356,20.078238
68.5,315,20.277654
65.8,342,20.563764
66.5,335,20.861591
65.9,341,21.142122
66.4,336,22.366943
65.6,344,22.642393
66.4,336,22.898771
67.9,321,23.142321
68.1,319,23.376136
64.3,357,23.625408
66.5,335,24.770912
67.1,329,24.986015
68.4,316,25.187604
67.1,329,25.398982
68.3,317,25.616216
68.4,316,25.83811
69.4,306,26.057177
68.8,312,27.224176
71.4,286,27.454809
70.4,296,27.679995
70.9,291,27.897387
70.8,292,28.143694
68.5,315,28.401474
70.0,300,29.572047
70.0,300,29.805851
71.7,283,30.00604
68.3,317,30.247872
70.9,291,30.476195
70.5,295,30.68424
68.8,312,30.876143
72.2,278,31.901541
70.4,296,32.134882
70.2,298,32.361778
69.9,301,32.592687
69.7,303,32.813545
69.9,301,33.028459
72.3,277,33.216366
70.0,300,34.432517
71.8,282,34.604319
70.3,297,34.786432
72.1,279,34.974079
72.5,275,35.172671
71.5,285,35.351376
73.6,264,35.535402
71.2,288,36.691859
72.8,272,36.897348
72.9,271,37.080456
72.7,273,37.273768
71.5,285,37.47145
73.1,269,37.650106
71.1,289,37.873496
72.3,277,38.096405
72.9,271,39.252079
71.2,288,39.462958
72.8,272,39.661251
73.0,270,39.859134
72.9,271,40.08579
70.6,294,40.34726
73.5,265,40.538504
72.6,274,41.623336
72.4,276,41.828218
72.0,280,42.067811
72.6,274,42.28517
73.6,264,42.490196
70.5,295,42.690402
72.8,272,42.873175
73.8,262,43.057456
72.9,271,44.112622
72.1,279,44.308188
73.8,262,44.472575
73.5,265,44.638098
72.8,272,44.812562
75.0,250,44.970689
73.6,264,45.157223
72.3,277,46.196741
72.7,273,46.376901
73.5,265,46.569576
75.1,249,46.785447
72.0,280,47.025189
74.2,258,47.262106
73.1,269,47.488082
72.7,273,47.703708
74.5,255,48.9086
75.6,244,49.108398
74.5,255,49.311795
74.7,253,49.507638
75.1,249,49.724005
71.7,283,49.969728
72.8,272,50.175133
74.3,257,50.367977
74.1,259,51.518053
74.2,258,51.732126
75.2,248,52.014184
74.7,253,52.260313
72.5,275,52.439928
73.4,266,52.64062
74.6,254,52.863937
